round,team_home,team_away,score_home,score_away,expected_goals_home,expected_goals_away,possession_home,possession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corners_home,corners_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possession_lost_home,possession_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearances_home,clearances_away
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Parma,Juventus,0,1,,,38,62,8,14,2,4,2,7,4,3,5,8,2,1,13,14,2,3,0,0,14,12,16,18,10,4,0,3,0,2,,,,,1,7,7,7,3,2,327,510,258,452,32,26,3,4,10,16,121,119,46,55,8,11,14,17,9,9,20,16
1,Fiorentina,Napoli,3,4,,,42,58,20,16,6,7,6,3,8,6,4,5,1,0,21,16,2,4,0,0,15,20,14,15,3,8,2,2,1,0,1,0,,,9,8,11,8,3,3,389,520,321,444,15,25,3,4,16,9,110,111,54,52,9,12,14,12,11,9,15,12
1,Udinese,Milan,1,0,,,40,60,17,14,6,0,6,9,5,5,9,4,,,16,11,1,3,0,0,10,14,19,10,10,7,,,,,,,,,6,5,11,9,0,5,353,535,290,472,36,13,6,2,9,7,112,101,45,49,14,15,12,14,12,3,16,31
1,Cagliari,Brescia,0,1,,,58,42,14,10,4,2,4,7,6,1,8,8,2,7,10,12,2,2,0,0,11,9,29,26,9,9,1,1,1,0,,,,,7,9,7,1,1,5,478,341,378,228,47,28,7,5,4,10,155,165,48,59,25,29,9,12,24,11,29,39
1,Hellas Verona,Bologna,1,1,,,25,75,5,16,2,2,3,9,0,5,1,6,2,1,13,14,1,3,1,0,12,12,18,21,15,5,0,3,0,2,,,,,0,8,5,8,1,1,210,592,118,515,18,26,1,6,4,2,126,133,54,45,22,17,16,15,11,6,37,5
1,Roma,Genoa,3,3,,,53,47,23,6,9,4,10,2,4,0,5,1,0,6,14,15,3,1,0,0,14,14,15,19,4,12,4,2,4,0,2,0,,,8,3,15,3,1,6,444,391,378,325,29,26,6,2,12,1,107,106,47,41,12,15,10,13,9,10,14,30
1,Sampdoria,Lazio,0,3,,,50,50,16,17,8,10,5,5,3,2,5,9,1,6,12,12,2,2,0,0,12,12,14,16,9,5,0,4,0,1,0,3,,,5,13,11,4,7,8,448,437,380,362,14,43,3,8,8,5,121,124,51,61,13,20,18,25,6,12,17,21
1,SPAL,Atalanta,2,3,,,41,59,9,21,3,13,6,7,0,1,2,10,2,2,13,16,2,1,0,0,14,12,15,20,8,8,3,4,1,3,0,1,,,6,13,3,8,11,1,333,475,240,377,14,25,2,9,9,6,143,147,57,63,21,28,14,17,9,14,28,16
1,Torino,Sassuolo,2,1,,,34,66,10,20,4,9,4,5,2,6,6,6,3,0,21,14,4,3,0,0,12,20,25,24,8,5,3,2,2,1,2,1,,,7,10,3,10,9,2,252,495,169,414,31,19,10,3,11,10,137,141,74,59,24,14,27,15,15,9,15,20
