round,team_home,team_away,score_home,score_away,expected_goals_home,expected_goals_away,possession_home,possession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corners_home,corners_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possession_lost_home,possession_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearances_home,clearances_away
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Fiorentina,Torino,1,0,,,50,50,15,6,5,3,5,1,5,2,4,1,6,1,17,20,3,1,0,0,19,17,24,16,3,7,4,1,3,1,,,,,8,2,7,4,3,5,423,445,361,369,38,31,5,1,3,7,128,115,46,57,11,10,13,24,15,11,7,26
1,Hellas Verona,Roma,3,0,,,40,60,8,21,3,4,3,10,2,7,0,6,3,2,19,20,2,0,0,0,19,18,15,18,9,5,1,3,1,3,1,1,1,1,6,9,2,12,4,3,351,520,237,400,26,28,1,3,11,15,154,163,58,69,18,24,11,12,17,8,19,11
1,Parma,Napoli,0,2,,,39,61,6,17,2,6,2,6,2,5,4,2,2,1,16,12,4,1,0,0,11,16,17,22,12,5,0,1,,,,,,,1,8,5,9,4,2,404,645,344,574,29,28,1,1,7,11,111,111,47,60,13,15,17,19,17,7,15,12
1,Genoa,Crotone,4,1,,,48,52,14,13,6,3,3,9,5,1,6,4,7,0,13,14,4,2,0,0,12,13,17,12,7,6,5,2,2,1,3,0,2,0,10,6,4,7,2,2,473,502,408,430,34,16,6,5,11,8,106,123,48,47,6,11,19,15,19,6,15,4
1,Sassuolo,Cagliari,1,1,,,68,32,33,8,9,4,13,4,11,0,7,3,2,2,9,18,1,3,0,0,18,8,15,14,5,16,2,1,2,0,,,,,14,5,19,3,3,8,659,313,602,257,25,26,3,3,12,7,105,103,58,43,9,11,19,17,7,11,10,20
1,Juventus,Sampdoria,3,0,,,66,34,20,15,8,1,6,10,6,4,6,4,3,2,15,9,1,1,0,0,8,14,11,16,8,8,3,0,2,0,1,2,1,2,13,8,7,7,2,5,728,355,657,274,39,22,7,4,8,11,115,129,44,46,11,10,17,11,16,12,19,15
1,Milan,Bologna,2,0,,,58,42,17,13,5,4,7,1,5,8,7,4,5,1,13,20,3,5,0,1,19,13,16,14,2,10,4,0,3,0,1,1,1,1,11,9,6,4,4,3,507,366,438,309,37,27,3,3,9,8,126,106,60,49,18,10,14,19,9,11,15,24
1,Benevento,Inter,2,5,,,34,66,11,18,5,8,6,8,0,2,5,1,1,3,10,15,1,0,0,0,15,10,11,15,8,8,3,7,2,4,1,1,1,1,9,13,2,5,3,3,330,676,262,614,23,32,3,4,5,5,106,94,39,30,7,8,12,7,14,12,14,19
1,Udinese,Spezia,0,2,,,48,52,13,4,3,2,6,2,4,0,2,2,6,3,13,17,0,5,0,1,16,12,22,23,4,7,3,2,3,0,0,2,0,1,10,4,3,0,0,3,447,489,371,408,22,41,5,2,12,2,128,124,57,39,11,10,18,16,3,14,5,21
1,Lazio,Atalanta,1,4,,,61,39,14,10,6,6,5,1,3,3,7,3,,,16,11,6,3,0,0,11,13,22,6,4,4,4,4,3,1,,,,,10,9,4,1,2,4,644,418,529,315,21,23,6,2,8,9,172,144,40,59,13,16,9,22,14,13,12,19
2,Torino,Atalanta,2,4,,,45,55,7,18,4,7,1,7,2,4,2,6,2,2,11,12,1,2,0,0,12,11,21,18,10,4,2,4,1,3,,,,,4,12,3,6,3,2,443,537,350,456,21,45,2,12,11,12,136,141,50,56,12,21,15,12,8,12,24,9
2,Cagliari,Lazio,0,2,,,45,55,9,16,2,6,6,4,1,6,3,6,2,2,8,13,1,1,0,0,12,8,25,26,5,10,1,2,1,1,0,1,0,1,4,10,5,6,4,2,412,514,340,435,20,49,3,3,6,9,125,134,48,41,11,11,20,13,11,12,15,10
2,Sampdoria,Benevento,2,3,,,41,59,9,14,3,5,4,6,2,3,6,4,4,1,17,12,3,1,0,0,10,17,13,27,10,6,2,0,,,1,1,1,1,7,8,2,6,2,1,326,493,229,403,24,35,5,6,6,1,142,139,41,44,16,18,9,10,16,8,18,18
2,Inter,Fiorentina,4,3,,,67,33,21,10,8,4,7,5,6,1,5,1,2,0,14,11,1,1,0,0,11,11,22,12,4,11,4,4,2,2,4,5,3,3,11,8,10,2,1,5,654,328,588,253,29,33,5,3,4,12,120,119,50,43,16,9,19,11,12,10,4,23
2,Spezia,Sassuolo,1,4,,,34,66,12,17,5,6,5,4,2,7,3,5,0,4,13,8,2,1,0,0,8,11,14,22,5,6,3,4,2,2,,,,,7,12,5,5,2,4,325,645,258,580,32,29,4,4,9,12,112,113,34,48,6,5,11,20,12,11,15,13
2,Hellas Verona,Udinese,1,0,,,47,53,14,22,2,5,11,11,1,6,1,9,1,0,13,12,1,0,0,0,11,13,29,22,12,10,0,2,0,2,,,,,8,14,6,8,5,1,388,423,267,312,30,30,5,6,9,14,162,177,62,70,28,30,14,13,17,10,30,13
2,Crotone,Milan,0,2,,,47,53,5,16,0,6,5,6,0,4,2,5,3,3,14,15,1,3,0,0,15,14,23,18,9,9,0,2,,,0,2,0,2,4,11,1,5,4,0,424,486,343,397,30,32,4,5,7,10,150,133,50,59,14,13,15,23,11,7,17,21
2,Napoli,Genoa,6,0,,,57,43,18,6,9,0,9,2,0,4,4,2,0,2,6,13,1,2,0,0,13,6,13,17,3,7,4,1,1,1,,,,,14,4,4,2,0,3,637,476,590,420,50,34,7,3,9,5,81,104,53,19,8,3,24,5,6,11,7,14
2,Roma,Juventus,2,2,,,40,60,11,8,5,3,3,4,3,1,5,7,0,4,19,9,2,3,0,1,8,18,12,18,5,4,5,3,3,1,3,0,2,0,8,6,3,2,1,3,405,601,344,531,29,29,5,8,11,11,93,114,48,49,11,7,18,13,8,13,17,7
2,Bologna,Parma,4,1,,,58,42,12,9,8,3,3,5,1,1,8,9,2,0,12,9,1,2,0,1,9,12,21,23,7,6,4,2,2,1,,,,,9,6,3,3,2,4,516,363,448,286,24,18,3,2,14,11,136,146,56,56,9,15,24,20,12,9,20,16
3,Fiorentina,Sampdoria,1,2,,,65,35,22,18,5,8,13,5,4,5,8,4,0,1,11,16,0,3,0,0,14,10,21,17,6,15,3,4,2,2,,,,,15,12,7,6,6,4,537,298,450,210,35,28,11,3,10,6,148,128,49,55,15,16,10,23,7,8,8,29
3,Sassuolo,Crotone,4,1,,,55,45,7,15,4,6,2,5,1,4,3,4,2,3,15,15,2,3,0,0,13,15,13,26,7,4,2,1,,,3,0,2,0,6,10,1,5,5,0,481,387,397,308,29,19,3,5,6,8,139,141,49,47,6,10,24,14,14,8,20,4
