number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away
15,Fiorentina,Chievo Verona,1,0,59,41,13,9,3,2,6,5,4,2,4,4,0,4,8,16,0,2,0,0,16,8,,,9,7,,,,,1,0,,,,,7,5,6,4,2,2,577,387,491,303,,,,,,,,,57,37,20,11,,,,,,
29,Empoli,Crotone,2,1,54,46,13,6,4,2,6,2,3,2,5,0,2,7,16,20,1,3,0,1,20,16,,,3,6,,,,,,,,,,,8,5,5,1,1,2,474,401,381,282,,,,,,,,,60,63,17,17,,,,,,
5,Chievo Verona,Inter,2,0,34,66,12,13,4,3,5,8,3,2,4,8,1,0,15,13,2,4,0,0,13,14,,,9,8,,,,,,,,,,,3,8,9,5,3,2,310,589,230,508,,,,,,,,,46,61,12,15,,,,,,
0,Roma,Udinese,4,0,72,28,25,11,9,1,11,5,5,5,10,5,2,1,8,14,0,2,0,0,14,7,,,11,18,,,,,,,,,,,16,7,9,4,1,5,578,204,519,151,,,,,,,,,46,38,17,12,,,,,,
16,Sampdoria,Atalanta,2,1,57,43,8,7,4,1,4,5,0,1,3,1,4,4,13,16,1,6,0,1,16,13,,,4,9,,,,,1,0,,,,,3,4,5,3,0,2,557,404,482,341,,,,,,,,,53,46,4,8,,,,,,
23,Atalanta,Torino,2,1,48,52,22,14,3,7,12,5,7,2,4,4,2,1,16,20,2,2,0,0,19,15,,,4,16,,,,,,,2,0,,,13,6,9,8,6,1,314,342,242,266,,,,,,,,,40,42,6,12,,,,,,
14,Crotone,Genoa,1,3,45,55,11,18,3,8,8,9,0,1,1,6,2,0,16,17,2,2,0,0,17,16,,,12,12,,,,,2,0,,,,,3,12,8,6,5,2,383,452,265,351,,,,,,,,,51,51,11,20,,,,,,
21,Palermo,Napoli,0,3,39,61,5,17,1,7,1,6,3,4,2,4,4,2,14,7,,,0,0,5,13,,,12,1,,,,,,,,,,,3,10,2,7,4,1,486,757,417,693,,,,,,,,,29,40,6,5,,,,,,
4,Bologna,Crotone,1,0,47,53,20,5,6,0,10,3,4,2,5,3,5,2,7,17,1,1,0,0,16,7,,,7,11,,,,,2,0,1,0,,,11,4,9,1,0,5,437,489,354,394,,,,,,,,,61,41,20,12,,,,,,
19,Udinese,Empoli,2,0,38,62,11,13,3,4,6,3,2,6,4,5,3,1,15,19,3,3,0,1,19,13,,,10,3,,,,,0,1,1,0,,,7,6,4,7,4,1,309,502,222,416,,,,,,,,,65,58,13,17,,,,,,
9,Pescara,Napoli,2,2,42,58,9,22,3,4,3,10,3,8,3,9,1,1,10,12,3,2,0,0,12,10,,,16,2,,,,,,,,,,,4,10,5,12,2,1,470,619,391,555,,,,,,,,,39,54,10,10,,,,,,
30,Sampdoria,Milan,0,1,52,48,12,10,3,3,5,2,4,5,8,5,2,3,12,16,2,3,0,0,12,11,,,10,9,,,,,1,1,,,,,6,3,6,7,2,3,423,388,339,308,,,,,,,,,61,54,8,12,,,,,,
46,Juventus,Cagliari,4,0,61,39,28,2,13,0,9,2,6,0,9,0,1,1,19,12,1,3,0,0,12,19,,,6,13,,,,,1,0,,,,,13,1,16,1,0,10,629,398,553,306,,,,,,,,,49,45,14,10,,,,,,
41,Bologna,Sampdoria,2,0,40,60,11,10,4,3,5,5,2,2,2,4,2,3,16,12,1,3,1,1,11,16,,,8,10,,,,,0,1,,,,,8,5,3,5,3,2,373,564,276,451,,,,,,,,,46,57,8,14,,,,,,
28,Pescara,Inter,1,2,37,63,10,22,5,7,4,8,1,7,3,13,3,0,14,10,1,1,0,0,10,14,,,16,5,,,,,1,0,,,,,6,15,4,7,5,4,370,617,285,532,,,,,,,,,48,58,13,18,,,,,,
13,Cagliari,Roma,2,2,48,52,18,21,5,7,7,10,6,4,4,3,4,1,21,9,3,1,0,0,9,19,,,13,14,,,,,1,0,,,,,11,14,7,7,5,3,452,495,379,399,,,,,,,,,42,52,16,16,,,,,,
38,Inter,Juventus,2,1,48,52,16,9,3,2,9,4,4,3,5,4,0,2,13,18,4,3,1,0,17,12,,,9,13,,,,,1,0,,,,,11,6,5,3,1,1,414,446,328,366,,,,,,,,,62,43,22,16,,,,,,
44,Empoli,Inter,0,2,53,47,9,13,3,4,5,5,1,4,5,4,3,2,14,15,1,4,0,0,14,14,,,8,10,,,,,,,,,,,5,8,4,5,2,3,508,447,422,345,,,,,,,,,56,54,12,12,,,,,,
42,Atalanta,Palermo,0,1,47,53,16,7,5,2,7,4,4,1,7,5,4,1,20,12,3,2,0,0,12,18,,,8,14,,,,,0,1,,,,,12,5,4,2,1,5,371,430,290,326,,,,,,,,,47,64,11,12,,,,,,
25,Genoa,Fiorentina,1,0,40,60,11,8,5,2,6,5,0,1,4,3,3,1,23,14,3,2,0,0,14,24,,,7,11,2,1,1,1,1,1,,,,,5,3,6,5,2,2,348,542,235,420,31,28,4,4,9,12,,,59,60,16,14,22,13,23,14,,
17,Sassuolo,Pescara,0,3,40,60,13,15,3,5,5,7,5,3,2,7,2,3,13,21,2,2,0,0,21,13,,,9,9,,,,,,,,,,,4,9,9,6,5,1,394,574,304,487,,,,,,,,,67,45,16,4,,,,,,
