number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away
30,Juventus,Lazio,3,1,36,64,17,16,7,5,9,5,1,6,7,9,1,0,13,13,5,1,0,0,13,13,,,11,11,3,0,3,0,,,1,0,,,13,8,4,8,5,4,348,622,285,564,22,25,3,4,8,5,,,47,31,12,5,14,9,10,6,,
20,Sassuolo,Hellas Verona,3,1,47,53,16,11,7,3,4,8,5,0,10,1,1,4,8,13,1,3,0,0,12,8,,,12,6,4,1,2,1,,,,,,,11,7,5,4,2,4,375,445,283,357,28,33,4,4,10,5,,,49,47,16,19,11,15,10,4,,
22,Bologna,Cagliari,2,1,72,28,16,7,7,1,6,5,3,1,5,2,1,1,9,13,1,2,0,0,9,8,,,11,9,4,1,2,0,2,0,0,1,,,11,3,5,4,0,5,725,272,645,211,27,26,6,3,5,7,,,38,32,7,6,17,11,6,11,,
27,Torino,Genoa,1,0,63,37,10,7,3,2,5,3,2,2,4,0,5,2,13,7,2,5,0,0,7,10,,,11,9,,,,,,,,,,,4,1,6,6,2,2,497,307,426,214,18,31,4,0,8,3,,,34,43,12,15,7,16,6,10,,
3,Inter,Monza,2,0,48,52,22,12,3,2,12,6,7,4,8,3,1,1,8,13,1,1,0,0,13,8,,,8,17,2,2,0,2,,,4,1,,,14,7,8,5,2,1,474,528,426,477,37,28,11,7,6,6,,,45,33,9,6,17,13,9,13,,
23,Udinese,Frosinone,0,0,47,53,12,12,6,2,4,6,2,4,3,5,0,2,14,9,2,2,0,0,9,13,,,15,8,3,6,3,6,0,1,1,2,,,7,10,5,2,1,6,345,396,263,313,20,23,6,2,13,8,,,54,61,16,17,16,24,4,7,,
5,Sassuolo,Atalanta,0,2,50,50,11,16,3,6,4,8,4,2,7,7,0,2,9,13,,,0,0,13,9,,,16,2,0,3,0,2,1,1,1,1,,,4,10,7,6,2,3,491,480,427,413,18,29,3,8,14,13,,,46,43,9,8,10,13,12,9,,
0,Empoli,Hellas Verona,0,1,47,53,10,10,4,4,5,5,1,1,2,4,2,3,17,18,2,2,0,0,18,17,,,7,8,1,1,1,1,1,0,0,1,,,4,6,6,4,3,4,314,351,200,249,17,40,0,3,4,4,,,45,70,11,31,12,20,5,11,,
29,Lecce,Salernitana,2,0,45,55,20,11,6,4,4,6,10,1,6,5,0,1,17,15,3,3,0,0,14,17,,,8,6,2,2,1,2,0,1,,,,,11,5,9,6,4,4,328,396,249,317,19,20,4,1,9,8,,,68,55,23,12,24,18,6,4,,
55,Lazio,Torino,2,0,50,50,6,7,3,2,2,3,1,2,4,2,0,1,12,13,1,4,0,0,11,12,,,9,7,2,1,1,1,,,,,,,4,4,2,3,2,1,533,517,452,443,27,28,3,3,7,8,,,47,37,12,6,17,11,16,11,,
6,Lecce,Lazio,2,1,48,52,23,10,7,4,8,3,8,3,5,2,2,1,12,16,3,2,0,0,16,12,,,9,9,2,4,2,3,0,1,,,,,13,6,10,4,3,5,458,516,392,441,21,16,4,2,17,5,,,49,46,9,8,8,21,8,10,,
18,Salernitana,Udinese,1,1,56,44,9,14,4,6,4,4,1,4,7,5,1,1,12,19,4,4,0,0,19,11,,,12,9,1,0,,,,,,,,,3,7,6,7,7,3,427,333,339,254,24,27,3,6,4,5,,,45,53,13,25,9,12,10,13,,
12,Hellas Verona,Roma,2,1,28,72,5,23,3,7,1,12,1,4,1,12,0,3,17,12,1,3,1,0,11,17,,,14,6,1,3,0,2,0,2,2,0,,,4,14,1,9,6,1,206,497,134,431,34,20,1,6,6,12,,,52,72,23,27,12,16,5,2,,
16,Lazio,Genoa,0,1,70,30,16,5,2,3,9,1,5,1,15,1,,,9,16,4,2,0,0,13,9,,,2,13,1,2,1,1,1,1,,,,,10,3,6,2,2,2,724,314,629,231,20,24,8,2,8,10,,,39,57,8,21,10,18,4,15,,
31,No goal,Milan,5,1,40,60,14,9,7,2,3,4,4,3,5,0,2,2,16,13,2,2,0,0,12,14,,,9,5,4,2,1,1,,,2,0,,,12,5,2,4,1,2,340,526,282,475,28,17,4,3,2,6,,,34,34,8,6,12,8,5,5,,
11,Monza,Empoli,2,0,54,46,20,18,5,6,9,8,6,4,6,5,2,1,14,7,1,2,0,0,7,13,,,12,12,3,1,2,1,1,1,0,1,,,11,12,9,6,6,3,486,417,413,343,33,22,12,4,5,7,,,45,50,8,15,25,15,7,3,,
10,Frosinone,Atalanta,2,1,37,63,13,18,5,6,4,8,4,4,3,7,1,1,10,10,1,2,0,0,10,9,,,10,8,1,4,0,4,,,,,,,7,12,6,6,5,3,372,622,270,522,19,18,2,5,8,6,,,53,52,22,21,13,16,15,9,,
32,Genoa,Napoli,2,2,34,66,8,12,3,4,4,3,1,5,3,1,1,3,14,8,3,2,0,0,6,12,,,11,3,2,1,,,,,,,,,5,7,3,5,2,1,302,608,226,524,23,16,2,3,9,7,,,46,52,16,16,15,19,7,7,,
28,Empoli,Juventus,0,2,50,50,7,18,0,5,5,6,2,7,3,7,2,1,14,13,3,3,0,0,13,14,,,8,8,0,4,0,3,0,2,1,3,,,2,13,5,5,3,0,449,469,391,398,16,37,4,7,7,8,,,32,44,4,5,8,17,4,12,,
62,Salernitana,Inter,0,4,36,64,12,16,3,6,4,4,5,6,3,3,2,1,12,10,2,1,0,0,10,12,,,6,8,0,3,,,,,,,,,6,11,6,5,2,3,326,584,246,509,7,26,1,6,8,10,,,40,65,12,31,11,12,8,8,,
13,Milan,Torino,4,1,59,41,17,8,7,1,8,6,2,1,2,1,1,2,13,16,2,3,0,0,15,13,,,7,7,4,0,,,,,2,0,,,10,3,7,5,0,3,498,335,431,272,20,24,4,4,9,5,,,46,38,13,9,10,12,9,8,,
42,Milan,Hellas Verona,1,0,54,46,9,10,4,2,2,5,3,3,2,3,1,1,12,11,4,2,0,0,11,11,,,7,8,1,2,0,2,,,1,0,,,8,6,1,4,2,3,458,372,370,280,19,22,2,5,9,4,,,55,56,18,18,17,23,12,4,,
43,Sassuolo,Juventus,4,2,43,57,18,15,7,2,7,10,4,3,6,3,0,2,13,8,4,2,0,0,8,13,,,15,9,2,2,1,2,1,0,2,1,,,9,10,9,5,1,4,353,473,278,400,23,22,4,10,10,6,,,41,51,7,16,17,16,10,13,,
9,Bologna,Milan,0,2,53,47,17,9,5,6,7,1,5,2,3,6,2,2,10,4,2,2,0,0,3,10,,,4,11,0,2,0,1,2,1,1,1,,,13,6,4,3,3,5,543,481,481,409,33,11,5,4,3,12,,,38,40,11,5,21,13,4,9,,
7,Udinese,Juventus,0,3,48,52,18,9,5,4,6,3,7,2,7,3,3,4,12,10,1,3,0,0,10,9,,,6,14,2,2,2,0,,,1,1,,,6,6,12,3,1,5,429,476,378,392,22,17,6,5,7,9,,,35,48,7,11,11,21,7,5,,
61,Milan,Lazio,2,0,50,50,14,13,7,4,2,5,5,4,7,1,2,2,15,5,3,2,0,0,5,14,,,7,4,3,0,1,0,1,0,1,1,,,11,3,3,10,4,5,477,484,410,411,21,16,7,0,13,9,,,42,50,5,8,19,20,9,9,,
34,Frosinone,Sassuolo,4,2,55,45,16,18,6,7,8,5,2,6,5,6,5,2,10,9,4,2,0,0,9,8,,,8,10,5,3,3,2,2,1,2,1,,,11,12,5,6,5,2,441,364,370,287,27,19,6,2,6,6,,,35,35,10,7,10,14,6,9,,
48,Bologna,Napoli,0,0,49,51,4,12,2,4,1,6,1,2,5,5,2,2,16,12,4,5,0,0,11,15,,,11,3,0,3,0,3,0,1,,,,,3,8,1,4,4,2,448,460,398,400,28,17,3,2,9,11,,,49,50,10,3,20,21,5,7,,
54,Inter,Sassuolo,1,2,63,37,13,13,3,6,6,5,4,2,8,6,3,4,10,8,0,1,0,0,8,9,,,6,8,3,2,3,2,,,,,,,10,8,3,5,4,2,573,347,492,277,34,21,7,3,9,9,,,51,38,19,12,15,8,13,11,,
38,Salernitana,Torino,0,3,56,44,14,11,4,3,8,3,2,5,1,2,2,2,12,16,2,2,0,0,15,12,,,4,7,1,4,1,2,1,0,1,1,,,8,7,6,4,0,4,505,401,406,322,10,26,4,2,4,9,,,50,50,18,18,14,11,6,11,,
1,Frosinone,Napoli,1,3,48,52,4,19,1,8,2,4,1,7,4,6,3,3,14,17,3,3,0,0,17,13,,,7,3,1,1,,,1,0,0,2,,,3,13,1,6,5,0,440,473,386,420,15,24,2,4,5,5,,,32,47,4,9,6,20,2,3,,
