number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away
12,Paris Saint-Germain,Montpellier,5,2,59,41,20,7,10,4,7,2,3,1,11,0,1,1,15,18,2,1,0,0,16,15,,,3,9,4,2,1,0,,,0,1,,,13,4,7,3,2,6,611,425,562,371,19,27,4,1,19,11,,,58,53,5,5,18,22,14,9,,
3,Toulouse,OGC Nice,1,1,46,54,6,11,4,4,1,7,1,0,6,3,2,2,10,8,1,2,0,0,7,9,,,9,8,3,1,2,0,1,1,,,,,6,7,0,4,3,2,456,544,370,459,36,16,5,5,7,14,,,51,46,14,8,23,15,16,9,,
21,Olympique Lyonnais,Troyes,4,1,66,34,16,4,8,1,6,2,2,1,4,5,0,2,9,7,0,1,0,0,7,9,,,6,10,5,1,2,0,1,0,4,0,,,15,3,1,1,0,4,747,374,666,307,23,18,5,2,7,14,,,45,48,7,7,24,19,14,18,,
36,OGC Nice,Olympique de Marseille,0,3,49,51,16,13,2,4,6,4,8,5,7,5,1,0,7,15,1,1,0,0,14,7,,,6,9,0,1,,,,,,,,,8,10,8,3,1,2,436,464,360,392,29,20,3,4,5,4,,,44,39,9,7,16,21,13,18,,
2,Clermont Foot 63,Paris Saint-Germain,0,5,39,61,7,18,1,12,3,4,3,2,0,6,0,4,13,13,2,1,0,0,13,13,,,4,6,0,8,0,4,,,0,4,,,1,15,6,3,7,1,425,673,355,603,21,21,1,9,12,15,,,45,40,4,3,16,9,12,5,,
34,FC Nantes,Toulouse,3,1,50,50,16,9,8,3,5,3,3,3,4,5,2,2,11,9,0,3,0,0,8,11,,,10,8,4,0,2,0,1,1,1,1,,,13,9,3,0,2,5,412,414,330,334,27,31,11,1,14,8,,,44,54,9,20,13,16,14,14,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Stade Brestois 29,Olympique de Marseille,1,1,47,53,17,5,5,2,9,2,3,1,7,5,1,3,10,15,1,4,0,0,15,10,,,5,12,2,2,2,1,1,0,,,,,10,4,7,1,1,4,397,468,309,367,38,20,8,3,3,12,,,58,48,18,10,23,16,12,8,,
55,AC Ajaccio,Lorient,0,1,58,42,16,7,3,4,7,2,6,1,3,3,4,2,16,12,4,1,0,0,11,16,,,5,17,0,1,,,,,,,,,6,5,10,2,3,3,445,336,353,239,38,28,9,2,6,11,,,48,64,18,24,13,13,14,14,,
18,OGC Nice,RC Strasbourg,1,1,54,46,13,9,3,5,8,3,2,1,7,3,4,0,7,13,1,4,0,0,13,7,,,8,7,1,3,0,2,,,,,,,5,6,8,3,4,2,532,454,448,365,30,29,3,2,15,4,,,61,41,18,14,15,16,6,8,,
7,Montpellier,Troyes,3,2,53,47,17,16,6,10,4,4,7,2,3,6,4,0,13,10,1,0,0,0,9,12,,,6,9,2,2,1,1,,,3,2,,,8,11,9,5,8,3,398,342,335,285,23,35,2,10,5,11,,,37,55,8,15,15,17,7,15,,
22,AS Monaco,RC Lens,1,4,46,54,12,14,5,6,6,5,1,3,3,5,1,3,18,13,4,0,1,0,13,17,,,6,10,5,3,4,1,,,1,0,,,7,12,5,2,2,4,416,508,354,436,23,31,2,3,15,9,,,46,38,8,6,10,6,9,13,,
10,FC Nantes,Lille OSC,1,1,30,70,10,16,1,5,4,5,5,6,5,11,0,1,14,10,1,4,0,0,8,14,,,7,9,3,4,2,3,1,1,2,0,,,5,15,5,1,3,0,260,622,172,513,25,25,2,8,7,5,,,56,52,18,16,23,18,21,7,,
47,Lille OSC,OGC Nice,1,2,63,37,18,3,6,2,9,0,3,1,6,3,1,0,15,21,1,4,0,0,20,14,,,1,12,1,2,1,0,,,,,,,10,2,8,1,0,5,541,326,489,258,31,31,4,3,4,6,,,45,59,8,19,13,20,6,10,,
42,AS Monaco,Troyes,2,4,52,48,8,19,6,11,1,4,1,4,8,6,,,13,11,3,1,1,0,11,13,,,7,4,4,3,2,1,,,,,,,8,13,0,6,7,4,486,448,399,380,24,22,5,6,11,12,,,50,57,14,12,14,20,11,16,,
8,Stade Rennais,Lorient,0,1,64,36,21,8,6,2,5,4,10,2,7,2,0,1,11,5,3,1,0,0,5,10,,,6,8,1,1,1,1,0,1,0,3,,,15,3,6,5,2,6,635,368,558,295,22,20,8,0,10,12,,,51,55,17,8,19,25,9,9,,
0,Olympique Lyonnais,AC Ajaccio,2,1,68,32,11,8,6,4,4,4,1,0,4,3,,,10,18,1,6,1,1,18,9,,,10,4,3,1,2,0,,,0,1,,,6,6,5,2,3,4,635,297,553,218,25,16,2,4,6,4,,,52,43,13,8,15,22,11,11,,
20,Lorient,Olympique Lyonnais,3,1,33,67,11,15,6,7,5,2,0,6,1,6,1,2,8,18,1,3,0,0,15,8,,,6,5,4,4,2,3,,,,,,,6,12,5,3,6,3,305,607,231,540,18,26,3,8,11,12,,,57,45,10,11,21,14,18,11,,
24,RC Strasbourg,Stade de Reims,1,1,64,36,12,12,3,6,5,3,4,3,5,4,1,5,12,16,1,4,0,0,16,11,,,4,5,1,4,0,3,,,0,1,,,8,9,4,3,5,2,531,304,435,230,36,18,3,3,10,9,,,64,39,19,8,19,11,11,14,,
