number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away,home_odd,draw_odd,away_odd
117,Antofagasta,Universidad Católica,2,4,,,2,6,2,10,6,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,334,,,,,,,,,,,,,,,,,,,1.5,0.3,0.4
103,Unión Española,Deportes Temuco,1,1,,,6,12,10,2,2,4,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,436,,,,,,,,,,,,,,,,,,,0.0,6.5,0.6
116,San Luis de Quillota,Audax Italiano,1,1,,,4,2,0,2,0,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10,,,,,,,,,,,,,,,,,,,0.75,2.6,5.666666666666667
97,Palestino,Deportes Iquique,1,0,,,4,10,2,6,2,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,134,,,,,,,,,,,,,,,,,,,0.3333333333333333,3.6666666666666665,1.2
107,Colo-Colo,Curicó Unido,3,2,,,14,14,10,0,8,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,168,,,,,,,,,,,,,,,,,,,0.0,0.5555555555555556,2.5
105,Deportes Iquique,San Luis de Quillota,2,1,,,0,6,0,2,8,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,250,,,,,,,,,,,,,,,,,,,0.3,3.0,5.666666666666667
90,Huachipato,Everton de Viña del Mar,1,2,,,8,16,6,0,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,510,,,,,,,,,,,,,,,,,,,5.0,1.0909090909090908,0.09090909090909091
112,Deportes Temuco,Universidad de Concepción,1,1,,,32,20,2,0,6,4,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,184,,,,,,,,,,,,,,,,,,,1.0,2.5714285714285716,0.8
108,Universidad de Concepción,Universidad de Chile,1,3,,,10,10,2,0,12,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,430,,,,,,,,,,,,,,,,,,,0.8181818181818182,0.18181818181818182,2.25
96,San Luis de Quillota,Universidad de Concepción,0,0,,,24,10,2,0,12,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,346,,,,,,,,,,,,,,,,,,,1.6,3.8,1.1428571428571428
101,Everton de Viña del Mar,Colo-Colo,2,3,,,8,24,4,2,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,492,,,,,,,,,,,,,,,,,,,1.1111111111111112,1.0,3.0
115,Universidad de Chile,Deportes Iquique,1,0,,,16,8,2,2,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724,246,,,,,,,,,,,,,,,,,,,1.25,2.0,1.7
104,O'Higgins,Huachipato,1,0,,,0,14,4,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,262,,,,,,,,,,,,,,,,,,,0.5,1.5,1.25
111,Universidad Católica,Palestino,4,1,,,6,6,6,0,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,152,,,,,,,,,,,,,,,,,,,2.7142857142857144,0.0,0.0
106,Audax Italiano,Unión Española,0,2,,,4,18,2,6,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,26,,,,,,,,,,,,,,,,,,,1.0,0.8,0.2857142857142857
109,Everton de Viña del Mar,Antofagasta,1,0,,,8,2,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,288,,,,,,,,,,,,,,,,,,,1.4,3.2,0.5
110,Santiago Wanderers,Deportes Temuco,1,1,,,8,12,2,6,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,360,,,,,,,,,,,,,,,,,,,0.9090909090909091,8.5,1.0
