number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away,home_odd,draw_odd,away_odd
26,Huachipato,Audax Italiano,2,0,,,6,18,4,4,8,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,70,64,26,2,0,14,12,,,,,,,,,10,10,,,2.0,0.16666666666666666,1.4444444444444444
21,Coquimbo Unido,Everton de Viña del Mar,4,0,,,14,8,10,2,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,258,34,0,6,0,6,12,,,,,,,,,16,30,,,0.5555555555555556,1.2857142857142858,1.0909090909090908
24,Universidad de Concepción,Antofagasta,1,1,,,10,0,2,8,8,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624,84,0,32,2,0,14,2,,,,,,,,,16,16,,,1.25,0.0,1.5454545454545454
1,Coquimbo Unido,Universidad Católica,1,2,,,2,14,6,2,6,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,172,8,20,2,2,20,12,,,,,,,,,20,24,,,2.25,2.0,4.666666666666667
8,Antofagasta,Unión Española,1,2,,,26,4,4,6,12,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554,126,38,18,8,8,6,20,,,,,,,,,10,8,,,1.875,1.5555555555555556,0.8571428571428571
19,Unión Española,Palestino,1,0,,,0,4,2,2,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,430,4,40,0,0,12,2,,,,,,,,,38,14,,,1.1666666666666667,1.8,3.75
10,Everton de Viña del Mar,Unión La Calera,1,2,,,0,6,2,2,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,674,44,14,4,0,0,10,,,,,,,,,10,32,,,2.125,0.09090909090909091,1.6666666666666667
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Unión Española,Huachipato,2,1,,,20,14,8,2,0,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,418,48,36,0,0,4,10,,,,,,,,,10,14,,,0.0,0.5,1.0
6,Unión Española,Colo-Colo,1,3,,,14,0,0,2,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,190,8,36,2,2,0,8,,,,,,,,,8,6,,,1.8888888888888888,0.2222222222222222,0.8
47,Universidad Católica,Curicó Unido,0,0,,,22,8,8,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724,436,16,12,4,4,0,12,,,,,,,,,6,8,,,0.3333333333333333,0.75,1.1818181818181819
7,Audax Italiano,Antofagasta,0,3,,,12,22,0,8,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,172,12,62,6,2,2,28,,,,,,,,,10,18,,,2.4,8.0,0.7272727272727273
18,Deportes Iquique,O'Higgins,1,3,,,10,30,8,2,4,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,98,52,48,2,2,6,0,,,,,,,,,20,12,,,1.0,0.875,2.4
3,Universidad de Chile,Cobresal,1,1,,,18,8,2,2,0,6,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,294,34,16,4,6,12,24,,,,,,,,,12,20,,,1.2,0.6666666666666666,0.1111111111111111
36,Audax Italiano,O'Higgins,2,2,,,0,26,6,2,2,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,474,16,54,0,0,4,8,,,,,,,,,26,8,,,0.4444444444444444,0.25,1.6
38,Deportes Iquique,Palestino,3,3,,,38,28,6,8,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,394,10,60,4,2,0,14,,,,,,,,,4,16,,,1.2,0.0,1.6666666666666667
44,O'Higgins,Unión Española,0,2,,,16,16,4,6,20,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,84,98,16,4,2,4,16,,,,,,,,,4,10,,,2.4285714285714284,5.666666666666667,4.666666666666667
60,Deportes Iquique,Unión Española,3,2,,,12,14,0,0,2,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,38,10,4,2,6,8,8,,,,,,,,,6,4,,,0.25,0.09090909090909091,1.7142857142857142
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Cobresal,Colo-Colo,0,0,,,0,0,6,2,10,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,710,54,48,2,0,10,0,,,,,,,,,22,10,,,1.8888888888888888,1.4,2.8
27,Palestino,Universidad de Concepción,4,1,,,38,22,16,10,16,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,32,12,22,6,4,6,10,,,,,,,,,12,28,,,0.5,1.6666666666666667,3.3333333333333335
43,Colo-Colo,Deportes Iquique,2,0,,,8,8,8,0,8,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740,2,20,52,0,6,38,0,,,,,,,,,26,18,,,0.25,4.25,0.5
12,Curicó Unido,Coquimbo Unido,0,0,,,18,12,6,2,8,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,248,34,12,2,8,0,6,,,,,,,,,8,20,,,1.25,8.0,2.3333333333333335
17,Audax Italiano,Universidad Católica,0,2,,,4,40,0,8,0,16,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,28,26,10,0,6,2,4,,,,,,,,,14,4,,,2.5,2.0,0.9
39,Coquimbo Unido,Unión La Calera,1,1,,,4,12,6,8,10,4,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,40,70,32,0,0,4,16,,,,,,,,,4,14,,,1.75,1.6363636363636365,0.3333333333333333
15,Universidad Católica,Deportes Iquique,0,1,,,20,8,6,6,8,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832,410,4,2,0,2,4,0,,,,,,,,,6,0,,,0.5,0.5,1.8
41,Palestino,Audax Italiano,1,2,,,16,6,6,2,22,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,276,84,8,0,0,26,4,,,,,,,,,4,16,,,7.5,1.625,4.0
63,Unión La Calera,Huachipato,2,1,,,10,6,2,2,2,6,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,114,0,34,6,4,10,6,,,,,,,,,36,8,,,1.4545454545454546,0.875,1.0
30,Universidad de Chile,Unión Española,1,2,,,24,18,0,4,8,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,152,26,34,4,2,20,10,,,,,,,,,4,12,,,0.6666666666666666,5.666666666666667,0.9090909090909091
35,Universidad de Concepción,Universidad de Chile,2,1,,,14,14,0,8,0,10,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,150,58,22,8,2,22,14,,,,,,,,,4,30,,,9.0,3.75,3.0
52,Huachipato,Cobresal,3,1,,,32,0,6,0,16,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,426,50,36,12,2,6,0,,,,,,,,,18,2,,,1.75,1.6666666666666667,0.14285714285714285
25,O'Higgins,Coquimbo Unido,2,0,,,4,20,0,0,8,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,304,28,14,4,2,16,12,,,,,,,,,0,8,,,0.5454545454545454,0.2222222222222222,1.0
50,Everton de Viña del Mar,Cobresal,2,1,,,22,16,12,8,8,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,454,16,10,4,2,6,12,,,,,,,,,24,28,,,0.9,8.5,2.5714285714285716
28,Universidad Católica,Unión La Calera,1,0,,,8,14,4,2,2,10,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,660,38,18,0,0,0,24,,,,,,,,,10,0,,,0.875,1.5714285714285714,0.7
56,Everton de Viña del Mar,Universidad Católica,1,2,,,10,10,4,2,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,590,76,20,0,6,4,8,,,,,,,,,22,6,,,1.125,0.5,1.0
33,Curicó Unido,Cobresal,3,1,,,6,4,2,0,8,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,252,18,34,12,4,18,4,,,,,,,,,10,22,,,1.1818181818181819,2.6666666666666665,1.2727272727272727
40,Everton de Viña del Mar,Antofagasta,1,0,,,12,26,4,2,8,10,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,552,24,36,0,2,18,2,,,,,,,,,10,2,,,0.7142857142857143,0.7777777777777778,1.1
59,Curicó Unido,Everton de Viña del Mar,2,2,,,16,22,2,4,10,4,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,86,30,22,6,8,14,18,,,,,,,,,6,0,,,1.3333333333333333,1.6,1.5714285714285714
48,Huachipato,Coquimbo Unido,0,0,,,10,10,0,0,6,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,162,0,36,2,2,8,24,,,,,,,,,16,0,,,0.18181818181818182,0.5,2.3333333333333335
55,Deportes Iquique,Antofagasta,2,0,,,30,2,10,2,4,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,506,60,34,0,2,10,2,,,,,,,,,24,6,,,1.0909090909090908,0.6666666666666666,0.7272727272727273
20,Universidad de Chile,Huachipato,3,0,,,22,16,6,0,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,584,0,50,8,8,8,26,,,,,,,,,22,20,,,1.6666666666666667,0.3333333333333333,3.0
61,Colo-Colo,O'Higgins,3,2,,,16,2,6,2,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,332,4,4,6,6,20,8,,,,,,,,,16,28,,,0.6,1.3333333333333333,0.5
42,Unión La Calera,Universidad de Concepción,3,1,,,0,8,2,0,6,8,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526,248,52,52,6,8,18,12,,,,,,,,,2,14,,,3.3333333333333335,2.75,2.8
45,Antofagasta,Universidad de Chile,3,1,,,18,14,6,6,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,178,2,6,4,2,6,16,,,,,,,,,6,10,,,0.0,0.0,0.5
29,Everton de Viña del Mar,Deportes Iquique,2,0,,,0,6,6,0,12,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,374,32,100,4,0,14,12,,,,,,,,,16,12,,,0.0,1.875,0.6
53,Coquimbo Unido,Colo-Colo,2,0,,,30,12,4,4,22,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,102,64,26,8,2,4,8,,,,,,,,,24,10,,,0.6363636363636364,2.0,3.5
58,Unión Española,Curicó Unido,2,1,,,8,16,6,2,6,10,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,456,2,16,0,14,0,20,,,,,,,,,20,14,,,0.5714285714285714,4.5,2.125
22,Curicó Unido,Colo-Colo,3,4,,,4,16,10,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,334,48,8,28,0,14,16,,,,,,,,,22,0,,,1.3636363636363635,2.8333333333333335,1.8888888888888888
32,Antofagasta,Curicó Unido,1,1,,,12,18,0,4,6,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,378,42,16,10,4,28,14,,,,,,,,,30,12,,,1.6666666666666667,4.25,1.3636363636363635
62,Audax Italiano,Coquimbo Unido,2,0,,,8,6,6,8,4,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,578,52,34,2,0,8,0,,,,,,,,,2,2,,,0.2,1.3333333333333333,3.6
51,Palestino,O'Higgins,1,1,,,10,2,4,0,8,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,58,36,30,8,8,16,2,,,,,,,,,20,34,,,0.0,3.75,2.0
54,Universidad de Concepción,Audax Italiano,1,0,,,22,4,4,0,10,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,28,42,30,2,2,10,4,,,,,,,,,12,4,,,0.09090909090909091,3.8,0.2
57,Universidad de Chile,Unión La Calera,1,1,,,20,30,0,2,2,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,126,28,74,2,12,12,2,,,,,,,,,8,10,,,2.8333333333333335,1.8333333333333333,0.4444444444444444
65,Antofagasta,Palestino,0,1,,,6,24,0,6,2,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,314,64,50,6,2,8,2,,,,,,,,,6,6,,,2.3333333333333335,1.1666666666666667,3.2
66,Cobresal,Universidad de Concepción,1,0,,,26,10,6,2,8,16,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,574,38,90,8,4,4,6,,,,,,,,,0,16,,,0.09090909090909091,1.3333333333333333,0.3333333333333333
70,Huachipato,Colo-Colo,1,1,,,12,18,2,0,8,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,630,42,52,6,0,10,12,,,,,,,,,34,0,,,0.5,1.7,0.36363636363636365
74,Unión Española,Everton de Viña del Mar,0,4,,,0,0,0,2,6,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,132,12,10,4,0,20,10,,,,,,,,,24,30,,,1.8333333333333333,1.5,0.18181818181818182
69,Palestino,Universidad Católica,1,2,,,4,20,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,164,52,0,6,0,4,0,,,,,,,,,4,18,,,0.4,2.5714285714285716,3.1666666666666665
64,Universidad Católica,Universidad de Chile,4,0,,,18,0,18,0,2,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,36,58,2,0,0,18,10,,,,,,,,,10,18,,,0.5454545454545454,1.625,1.6
84,Universidad de Concepción,Curicó Unido,1,2,,,30,12,8,2,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,498,48,20,6,0,8,20,,,,,,,,,12,14,,,3.25,2.8333333333333335,9.0
85,O'Higgins,Universidad Católica,1,0,,,0,6,2,2,4,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,280,26,18,0,6,0,12,,,,,,,,,22,8,,,4.5,1.5,1.6
93,Curicó Unido,O'Higgins,2,1,,,26,12,2,8,18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,126,42,28,10,0,4,2,,,,,,,,,28,10,,,2.2,9.0,1.0
76,Deportes Iquique,Cobresal,0,1,,,26,4,6,2,16,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,40,96,26,0,0,6,2,,,,,,,,,4,14,,,0.6666666666666666,0.1,1.0
67,Universidad de Concepción,Deportes Iquique,1,0,,,8,14,4,0,0,2,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,298,38,58,0,10,6,6,,,,,,,,,2,8,,,2.25,0.625,0.0
72,1,2,3,3,,,24,0,10,6,6,6,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,278,48,32,6,2,8,0,,,,,,,,,0,2,,,1.0,5.333333333333333,0.2727272727272727
80,1,2,3,1,,,10,8,8,0,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,538,62,4,8,0,6,16,,,,,,,,,4,10,,,1.4,0.0,1.375
81,Unión Española,Audax Italiano,0,2,,,4,12,6,0,10,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,198,44,10,14,4,6,4,,,,,,,,,0,10,,,0.5,2.6666666666666665,1.0
71,Audax Italiano,Unión La Calera,1,1,,,2,12,0,0,8,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,434,24,10,0,2,6,0,,,,,,,,,2,18,,,5.0,1.25,0.3333333333333333
86,Huachipato,Deportes Iquique,1,1,,,2,22,0,4,0,16,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,252,48,18,4,10,16,8,,,,,,,,,26,6,,,3.0,2.4,2.0
94,Colo-Colo,Palestino,2,1,,,14,10,6,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,254,34,30,12,4,20,0,,,,,,,,,14,6,,,3.0,9.0,1.8571428571428572
73,Antofagasta,Coquimbo Unido,0,1,,,6,16,2,8,8,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,486,16,40,2,0,6,20,,,,,,,,,16,14,,,1.6,0.8,5.5
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Coquimbo Unido,Palestino,2,2,,,2,10,4,0,12,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,534,54,0,2,6,2,14,,,,,,,,,44,20,,,1.2222222222222223,0.9,0.25
99,Palestino,Cobresal,3,0,,,2,6,10,2,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,194,42,26,6,0,8,14,,,,,,,,,4,36,,,0.16666666666666666,0.6,1.3333333333333333
75,Colo-Colo,Antofagasta,1,0,,,4,4,12,0,2,10,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,34,18,32,2,2,16,2,,,,,,,,,20,22,,,1.7,1.75,0.8333333333333334
89,Unión La Calera,Colo-Colo,1,1,,,22,6,10,4,0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870,398,46,30,18,0,14,8,,,,,,,,,8,2,,,1.8888888888888888,1.3636363636363635,1.875
68,O'Higgins,Cobresal,2,0,,,8,16,10,2,14,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066,256,54,2,14,0,16,2,,,,,,,,,2,10,,,3.0,1.3333333333333333,4.25
79,Unión La Calera,O'Higgins,2,0,,,40,28,4,6,24,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,300,24,38,4,2,8,6,,,,,,,,,16,2,,,0.3,0.7272727272727273,1.0
90,Audax Italiano,Universidad de Chile,3,1,,,10,20,0,2,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,432,18,58,4,0,14,28,,,,,,,,,6,12,,,1.6666666666666667,2.125,0.3333333333333333
92,Deportes Iquique,Unión La Calera,1,0,,,14,20,0,2,2,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,190,18,30,0,0,0,8,,,,,,,,,4,0,,,1.2857142857142858,6.333333333333333,2.5
117,Unión Española,Cobresal,1,3,,,2,20,6,8,4,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,328,54,46,12,2,2,14,,,,,,,,,0,12,,,0.8,3.3333333333333335,1.0
95,Everton de Viña del Mar,Audax Italiano,0,2,,,20,6,2,0,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,216,40,48,8,0,12,6,,,,,,,,,16,18,,,0.5454545454545454,1.6666666666666667,1.1
77,Everton de Viña del Mar,Universidad de Chile,1,1,,,20,22,4,6,4,0,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,224,10,12,8,2,6,34,,,,,,,,,22,18,,,0.625,1.6666666666666667,0.36363636363636365
78,Curicó Unido,Huachipato,4,2,,,6,16,6,6,0,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,242,14,54,6,4,4,8,,,,,,,,,0,12,,,1.625,1.0,4.5
121,Huachipato,Universidad Católica,0,1,,,20,2,2,2,2,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,370,38,18,0,2,0,0,,,,,,,,,6,12,,,1.25,1.3636363636363635,0.375
113,Universidad de Concepción,O'Higgins,1,1,,,10,2,4,6,6,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,386,20,32,0,4,2,16,,,,,,,,,6,6,,,6.0,0.25,0.5
119,Audax Italiano,Deportes Iquique,3,1,,,2,10,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,472,68,82,8,4,0,0,,,,,,,,,10,22,,,0.7777777777777778,2.2857142857142856,0.8888888888888888
124,Unión Española,Unión La Calera,1,1,,,6,8,0,0,4,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,440,30,54,4,0,0,14,,,,,,,,,16,14,,,2.75,1.2,1.5
96,Cobresal,Universidad Católica,0,2,,,8,34,0,6,4,6,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,38,12,0,8,6,0,,,,,,,,,28,14,,,2.1666666666666665,1.6,1.625
125,Deportes Iquique,Coquimbo Unido,0,1,,,2,0,2,0,2,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,30,50,38,4,2,2,6,,,,,,,,,2,10,,,0.75,0.8333333333333334,1.3
104,Huachipato,Universidad de Concepción,1,0,,,24,10,4,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,170,18,64,0,0,26,10,,,,,,,,,22,10,,,5.0,1.2,1.2
115,Universidad Católica,Unión Española,0,0,,,0,8,2,0,2,4,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852,316,74,14,6,4,4,4,,,,,,,,,16,14,,,4.5,1.5,1.7272727272727273
107,Cobresal,Coquimbo Unido,4,1,,,14,22,8,4,4,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,758,4,16,4,12,16,6,,,,,,,,,0,26,,,3.1666666666666665,0.4,4.666666666666667
116,Coquimbo Unido,Universidad de Concepción,2,2,,,24,6,6,2,10,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,196,54,26,4,6,2,0,,,,,,,,,2,16,,,1.5454545454545454,1.2,2.7142857142857144
120,O'Higgins,Antofagasta,3,6,,,2,48,6,16,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,218,26,58,4,6,2,22,,,,,,,,,0,14,,,4.5,3.25,2.5
105,Coquimbo Unido,Deportes Iquique,1,1,,,20,10,0,2,4,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,136,48,48,10,4,16,8,,,,,,,,,6,20,,,3.8,0.75,0.8333333333333334
