number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away,home_odd,draw_odd,away_odd
61,Deportes Copiapó,Unión La Calera,0,0,,,20,2,2,0,8,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,352,34,10,14,6,0,6,,,,,,,,,24,14,,,0.2,3.5,1.0
57,O'Higgins,Curicó Unido,2,2,,,10,10,10,0,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,166,8,56,8,4,0,4,,,,,,,,,4,0,,,4.0,1.0,1.6
29,Everton de Viña del Mar,Coquimbo Unido,2,0,,,10,2,10,6,6,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,548,42,50,0,2,26,12,,,,,,,,,12,6,,,0.0,1.5454545454545454,2.5
11,Universidad de Chile,Unión Española,1,0,,,10,26,0,4,0,10,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,26,32,108,10,6,18,6,,,,,,,,,6,32,,,1.3333333333333333,5.5,2.7142857142857144
51,Everton de Viña del Mar,Audax Italiano,3,1,,,14,4,0,0,4,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,534,0,24,2,2,0,6,,,,,,,,,12,36,,,0.0,6.0,9.5
25,Audax Italiano,Unión Española,1,1,,,12,0,0,2,8,6,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786,126,60,12,2,10,4,4,,,,,,,,,14,2,,,0.75,0.18181818181818182,0.7777777777777778
62,Everton de Viña del Mar,Ñublense,1,0,,,14,8,8,0,14,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,264,22,70,14,6,0,0,,,,,,,,,22,4,,,0.14285714285714285,1.0,4.0
15,Audax Italiano,Deportes Copiapó,3,0,,,10,10,8,2,10,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,592,52,86,0,0,6,8,,,,,,,,,6,2,,,0.375,1.0,1.0
14,O'Higgins,Colo Colo,5,1,,,16,6,12,2,4,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,22,6,32,8,0,0,0,,,,,,,,,10,10,,,0.6,4.0,1.375
28,Universidad de Chile,Deportes Magallanes,2,1,,,8,0,8,2,0,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,8,50,66,0,6,20,6,,,,,,,,,4,14,,,3.0,2.75,1.5454545454545454
0,Deportes Magallanes,O'Higgins,0,1,,,10,22,0,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,322,86,34,2,0,2,8,,,,,,,,,4,0,,,0.5,0.2,1.1428571428571428
16,Coquimbo Unido,Universidad Católica,2,1,,,6,10,0,8,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,1008,14,14,0,6,8,6,,,,,,,,,14,20,,,0.0,0.0,4.0
3,Cobresal,Unión La Calera,3,1,,,4,28,0,4,2,12,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,186,42,10,0,0,4,10,,,,,,,,,6,14,,,7.5,4.75,1.25
54,Coquimbo Unido,Audax Italiano,3,1,,,16,10,8,0,10,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,102,28,6,2,0,2,20,,,,,,,,,14,18,,,2.142857142857143,1.0,0.5714285714285714
55,Palestino,Huachipato,2,1,,,20,0,4,2,0,8,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,230,44,78,8,0,4,2,,,,,,,,,12,20,,,0.25,2.0,0.75
20,Palestino,Universidad de Chile,2,0,,,6,18,10,2,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,462,40,24,0,0,12,6,,,,,,,,,2,10,,,2.25,1.6666666666666667,2.0
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Unión La Calera,Everton de Viña del Mar,3,2,,,14,10,4,0,0,6,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,446,26,0,2,0,0,0,,,,,,,,,18,8,,,1.0,3.6666666666666665,3.2
26,Deportes Copiapó,Palestino,1,3,,,12,18,2,2,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474,386,74,12,2,4,12,6,,,,,,,,,20,12,,,3.0,2.6,4.0
13,Huachipato,Cobresal,2,1,,,12,10,2,0,10,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,76,12,22,0,2,4,2,,,,,,,,,4,20,,,1.25,4.75,0.8
59,Colo Colo,Deportes Magallanes,2,0,,,6,2,0,0,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492,772,10,60,8,0,4,0,,,,,,,,,8,4,,,0.625,1.2,4.5
52,Huachipato,Unión Española,1,0,,,18,18,2,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,82,54,48,0,8,18,2,,,,,,,,,12,12,,,2.0,3.2,1.8
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Curicó Unido,Audax Italiano,2,1,,,2,2,4,6,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,224,28,12,14,0,2,4,,,,,,,,,6,24,,,3.4,0.4,0.0
50,Deportes Copiapó,O'Higgins,2,2,,,24,10,8,2,2,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,450,46,44,4,4,0,4,,,,,,,,,0,4,,,0.6666666666666666,2.3333333333333335,0.42857142857142855
36,Unión Española,Deportes Magallanes,1,2,,,0,24,4,0,0,6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,76,20,2,4,4,10,0,,,,,,,,,0,14,,,2.2857142857142856,2.375,2.4285714285714284
37,Coquimbo Unido,Huachipato,1,2,,,22,16,2,0,2,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,638,22,48,16,0,22,0,,,,,,,,,2,12,,,1.3333333333333333,4.666666666666667,1.8888888888888888
18,Deportes Magallanes,Unión La Calera,1,1,,,8,0,12,2,12,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,290,12,58,6,2,0,2,,,,,,,,,4,8,,,0.6666666666666666,1.4,0.6666666666666666
63,Curicó Unido,Huachipato,1,3,,,0,12,6,14,2,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,462,2,34,2,10,2,12,,,,,,,,,8,14,,,2.6666666666666665,0.8888888888888888,2.111111111111111
44,Curicó Unido,Universidad de Chile,1,3,,,0,30,2,4,4,6,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,254,50,8,10,10,6,2,,,,,,,,,24,16,,,0.5,1.75,0.3333333333333333
42,Palestino,Unión La Calera,1,1,,,4,14,6,4,6,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,386,26,32,4,6,8,6,,,,,,,,,10,8,,,8.5,0.6,6.0
6,Curicó Unido,Coquimbo Unido,1,0,,,20,20,4,4,24,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,214,30,8,20,0,6,0,,,,,,,,,2,4,,,1.4,1.75,1.5555555555555556
40,O'Higgins,Universidad de Chile,0,1,,,2,30,2,2,0,6,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,230,64,44,6,2,14,8,,,,,,,,,16,4,,,0.2,0.2727272727272727,0.375
1,Unión Española,Ñublense,0,1,,,8,16,2,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,18,74,38,18,6,14,2,,,,,,,,,16,4,,,0.8,1.125,1.1428571428571428
58,Unión Española,Deportes Copiapó,3,0,,,30,16,0,2,0,6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,14,42,20,6,2,10,6,,,,,,,,,14,0,,,2.1666666666666665,0.8333333333333334,1.375
19,Unión Española,Everton de Viña del Mar,1,1,,,0,2,4,4,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,266,12,48,6,2,4,6,,,,,,,,,4,16,,,0.5555555555555556,0.0,4.666666666666667
27,Unión La Calera,Curicó Unido,3,2,,,36,8,0,2,2,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,408,14,14,2,10,18,6,,,,,,,,,6,2,,,1.5,1.5714285714285714,3.2
12,Universidad Católica,Curicó Unido,3,1,,,26,22,4,0,2,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794,114,4,30,12,2,12,2,,,,,,,,,16,10,,,0.375,0.09090909090909091,4.75
49,Colo Colo,Coquimbo Unido,2,3,,,32,2,8,2,16,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,232,90,4,4,0,8,4,,,,,,,,,2,6,,,1.0909090909090908,5.666666666666667,2.0
34,Huachipato,Colo Colo,0,1,,,2,4,2,0,2,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,24,38,30,0,0,2,6,,,,,,,,,0,16,,,3.8,0.75,2.0
60,Cobresal,Everton de Viña del Mar,3,2,,,4,18,0,4,12,8,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,458,16,36,4,2,8,28,,,,,,,,,10,4,,,1.6666666666666667,2.0,1.3636363636363635
38,Cobresal,Ñublense,1,1,,,4,0,0,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,450,32,40,4,0,8,0,,,,,,,,,38,10,,,3.25,0.9,2.4285714285714284
47,Deportes Magallanes,Cobresal,2,1,,,4,4,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,432,54,24,0,0,12,4,,,,,,,,,10,0,,,3.6,1.4545454545454546,1.0
48,Unión La Calera,Ñublense,1,1,,,14,8,2,8,2,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,526,20,56,4,2,14,14,,,,,,,,,0,0,,,0.25,1.8571428571428572,3.25
41,Colo Colo,Everton de Viña del Mar,1,1,,,16,14,4,0,4,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,242,26,44,6,0,2,12,,,,,,,,,6,2,,,1.1818181818181819,2.0,2.5
53,Universidad de Chile,Unión La Calera,1,1,,,4,8,8,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,298,36,8,2,4,6,2,,,,,,,,,2,26,,,3.6,0.0,0.8888888888888888
56,Ñublense,Universidad Católica,1,2,,,6,10,0,0,6,8,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,216,2,14,6,2,12,2,,,,,,,,,12,16,,,0.5714285714285714,1.75,0.6363636363636364
35,Curicó Unido,Deportes Copiapó,1,2,,,22,14,2,2,0,4,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,180,62,52,4,2,6,10,,,,,,,,,2,0,,,0.09090909090909091,0.25,1.2222222222222223
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Universidad Católica,Unión Española,2,2,,,6,12,6,12,6,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,214,24,4,6,4,0,4,,,,,,,,,6,22,,,1.3333333333333333,7.5,6.0
72,Cobresal,Colo Colo,3,1,,,10,22,0,2,10,8,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,690,6,40,2,4,0,2,,,,,,,,,2,0,,,2.375,1.1111111111111112,2.142857142857143
65,Colo Colo,Universidad de Chile,0,0,,,0,2,8,0,6,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,186,18,10,0,0,8,4,,,,,,,,,20,14,,,3.6,1.6363636363636365,2.0
73,O'Higgins,Coquimbo Unido,0,2,,,42,0,6,0,12,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,190,56,10,14,6,2,2,,,,,,,,,6,4,,,2.375,0.875,0.5714285714285714
69,Palestino,Deportes Magallanes,3,2,,,4,8,8,6,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,918,30,28,0,2,0,8,,,,,,,,,10,8,,,2.0,3.3333333333333335,4.0
67,Audax Italiano,O'Higgins,2,2,,,14,10,6,2,6,10,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,284,38,48,4,0,10,6,,,,,,,,,4,4,,,0.18181818181818182,0.14285714285714285,2.0
76,Deportes Magallanes,Universidad Católica,1,1,,,16,12,12,2,4,12,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,290,68,26,2,6,2,2,,,,,,,,,16,18,,,1.7,4.333333333333333,5.0
68,Coquimbo Unido,Cobresal,0,3,,,20,12,14,0,12,8,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,220,22,4,2,8,12,2,,,,,,,,,4,14,,,1.4285714285714286,3.6666666666666665,2.6
71,Huachipato,Everton de Viña del Mar,3,0,,,2,18,6,0,0,8,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,226,40,18,0,0,8,10,,,,,,,,,20,16,,,4.25,7.5,2.111111111111111
78,Palestino,Cobresal,1,5,,,4,14,6,12,4,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,562,44,8,0,0,0,0,,,,,,,,,12,12,,,2.142857142857143,5.333333333333333,2.142857142857143
75,Universidad de Chile,Deportes Copiapó,0,0,,,22,6,2,0,2,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,402,52,60,10,0,6,2,,,,,,,,,8,2,,,0.6,3.3333333333333335,1.0
70,Ñublense,Curicó Unido,1,2,,,6,0,4,4,4,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,412,78,48,4,0,14,0,,,,,,,,,8,4,,,2.142857142857143,1.1,0.2
92,Unión Española,Coquimbo Unido,2,0,,,4,2,2,6,4,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,160,28,38,6,4,2,4,,,,,,,,,10,24,,,0.0,1.6363636363636365,0.14285714285714285
84,Unión La Calera,O'Higgins,0,1,,,6,10,2,0,2,6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,150,4,10,18,2,6,2,,,,,,,,,6,24,,,3.1666666666666665,5.333333333333333,0.16666666666666666
81,Universidad Católica,Colo Colo,0,0,,,20,0,0,0,6,8,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,286,54,42,0,6,2,0,,,,,,,,,4,2,,,5.5,5.0,3.5
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Huachipato,Unión La Calera,2,3,,,14,14,0,10,10,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,204,6,32,4,0,6,6,,,,,,,,,12,10,,,0.0,0.45454545454545453,5.0
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Universidad Católica,O'Higgins,0,1,,,16,6,12,0,2,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,220,78,2,8,0,0,2,,,,,,,,,2,8,,,3.0,0.5454545454545454,0.6
80,Everton de Viña del Mar,Deportes Magallanes,2,0,,,10,0,2,4,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,770,0,46,0,12,8,2,,,,,,,,,2,0,,,0.2,1.3636363636363635,2.0
87,Everton de Viña del Mar,Universidad de Chile,1,2,,,22,2,2,4,0,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,152,52,18,8,0,20,6,,,,,,,,,38,38,,,0.75,2.5,0.6
99,Universidad de Chile,Universidad Católica,3,0,,,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,64,4,24,0,0,8,4,,,,,,,,,0,0,,,1.5714285714285714,0.4,0.3333333333333333
97,Curicó Unido,Everton de Viña del Mar,2,3,,,10,26,2,2,6,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,92,70,16,0,6,0,10,,,,,,,,,12,6,,,3.1666666666666665,1.4,1.0909090909090908
77,Unión Española,Palestino,2,0,,,2,8,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,712,8,24,2,2,2,12,,,,,,,,,10,22,,,0.0,0.7272727272727273,3.4
94,Unión La Calera,Colo Colo,0,0,,,0,18,4,0,6,8,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,144,62,22,2,6,12,22,,,,,,,,,22,22,,,1.0,2.2857142857142856,0.5
82,Deportes Copiapó,Huachipato,1,1,,,6,2,0,2,8,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,2,26,14,4,2,8,4,,,,,,,,,12,16,,,5.666666666666667,0.25,0.09090909090909091
74,Unión La Calera,Audax Italiano,0,0,,,10,28,4,2,6,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,134,26,62,0,6,8,8,,,,,,,,,2,16,,,0.9,0.2222222222222222,0.5714285714285714
108,Unión Española,Unión La Calera,3,2,,,4,12,0,12,0,12,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,560,62,26,2,6,10,0,,,,,,,,,22,4,,,1.75,3.0,0.2
101,Deportes Copiapó,Coquimbo Unido,1,0,,,2,14,4,0,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,220,48,24,8,4,16,6,,,,,,,,,8,8,,,1.25,3.0,0.0
96,Palestino,Ñublense,1,2,,,26,18,0,4,12,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,304,14,46,10,4,2,2,,,,,,,,,12,4,,,1.9,1.0,4.0
90,Deportes Magallanes,Deportes Copiapó,0,2,,,14,12,2,2,14,2,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,132,38,6,8,0,4,4,,,,,,,,,12,14,,,2.3333333333333335,1.2,2.0
79,Ñublense,Coquimbo Unido,1,3,,,2,2,6,2,6,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,186,100,24,4,0,16,8,,,,,,,,,8,8,,,0.7272727272727273,2.4,1.0
98,Audax Italiano,Cobresal,1,0,,,18,2,2,0,2,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,170,8,10,0,2,0,2,,,,,,,,,28,6,,,6.333333333333333,0.5714285714285714,0.14285714285714285
109,Colo Colo,Audax Italiano,2,1,,,12,8,2,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,436,30,6,0,6,6,6,,,,,,,,,22,30,,,1.375,0.5714285714285714,0.0
100,O'Higgins,Unión Española,1,1,,,16,10,2,0,0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,154,48,82,0,4,4,20,,,,,,,,,2,4,,,3.4,0.3,1.0
113,Everton de Viña del Mar,Palestino,2,2,,,20,12,8,0,10,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,178,10,32,2,4,8,10,,,,,,,,,6,14,,,1.0,0.375,2.4285714285714284
111,Coquimbo Unido,Universidad de Chile,2,1,,,2,0,4,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,552,36,8,6,0,26,8,,,,,,,,,14,8,,,0.36363636363636365,0.25,1.0
85,Curicó Unido,Unión Española,0,1,,,28,28,0,0,2,22,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,180,14,28,10,6,2,28,,,,,,,,,2,26,,,0.9090909090909091,0.8888888888888888,3.0
116,Huachipato,Ñublense,2,0,,,24,10,2,2,0,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,228,56,50,0,2,20,12,,,,,,,,,22,10,,,1.6363636363636365,0.2222222222222222,1.6
119,Curicó Unido,Palestino,0,1,,,24,6,2,0,4,14,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,20,54,10,10,4,8,0,,,,,,,,,14,16,,,0.18181818181818182,8.0,1.3
112,Universidad Católica,Huachipato,1,2,,,26,14,0,10,0,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,160,58,30,6,8,0,2,,,,,,,,,24,4,,,2.75,3.1666666666666665,1.5
124,Palestino,O'Higgins,0,1,,,18,18,2,10,4,8,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,438,14,58,0,12,4,0,,,,,,,,,4,4,,,0.9,4.25,3.0
83,Audax Italiano,Universidad de Chile,1,2,,,12,20,4,6,4,10,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,300,64,70,10,2,6,14,,,,,,,,,10,12,,,0.2222222222222222,2.2857142857142856,0.0
