number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away,home_odd,draw_odd,away_odd
15,O'Higgins,Audax Italiano,0,0,,,0,6,0,2,2,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,466,40,32,4,4,6,28,,,,,,,,,2,4,,,5.0,0.14285714285714285,2.5
41,Everton de Viña del Mar,Deportes La Serena,0,4,,,0,4,0,2,2,14,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,56,20,4,0,2,2,0,,,,,,,,,12,0,,,4.25,5.666666666666667,0.2
56,Audax Italiano,Cobresal,0,0,,,2,12,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,564,24,56,6,4,6,2,,,,,,,,,8,30,,,0.0,1.2727272727272727,0.4
26,Universidad Católica,Curicó Unido,2,1,,,10,4,2,4,2,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,306,30,46,0,0,4,6,,,,,,,,,22,12,,,1.2,0.7272727272727273,8.0
47,Deportes Melipilla,Universidad Católica,2,0,,,0,16,4,2,0,10,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,836,54,60,2,2,4,2,,,,,,,,,6,2,,,0.7,0.8888888888888888,0.5555555555555556
27,O'Higgins,Deportes La Serena,0,0,,,14,8,2,2,10,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,414,24,0,8,6,8,0,,,,,,,,,28,36,,,1.1,0.25,3.0
21,Ñublense,Cobresal,3,1,,,4,4,16,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,172,2,26,2,4,2,2,,,,,,,,,14,8,,,0.625,0.5555555555555556,4.25
38,Colo Colo,Universidad de Chile,1,0,,,10,2,0,4,0,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,130,30,6,8,4,4,2,,,,,,,,,20,30,,,0.0,0.4,2.5
44,Ñublense,Colo Colo,5,1,,,32,8,16,0,8,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,428,78,34,4,0,6,6,,,,,,,,,6,64,,,0.4,4.5,3.0
53,Colo Colo,Palestino,1,2,,,6,8,0,0,10,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,352,52,56,0,0,30,6,,,,,,,,,0,32,,,2.5714285714285716,0.75,3.0
10,Deportes Melipilla,Ñublense,1,1,,,4,22,0,4,10,16,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,96,32,48,2,0,4,0,,,,,,,,,44,12,,,0.7272727272727273,3.0,1.5
57,Cobresal,Deportes La Serena,2,0,,,18,4,2,2,4,10,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,356,26,14,0,2,6,2,,,,,,,,,4,0,,,2.0,2.5,4.5
39,Audax Italiano,Deportes Melipilla,1,0,,,0,8,2,0,6,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,560,58,20,2,0,14,6,,,,,,,,,10,4,,,1.6,2.142857142857143,0.7272727272727273
23,Curicó Unido,CD Antofagasta,1,1,,,34,2,10,2,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,282,36,0,8,4,2,16,,,,,,,,,4,8,,,0.6666666666666666,2.6,1.3333333333333333
18,Deportes La Serena,Universidad de Chile,0,0,,,6,22,0,2,8,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,84,26,6,2,0,6,0,,,,,,,,,10,20,,,0.3333333333333333,0.5,2.7142857142857144
54,Curicó Unido,Huachipato,2,2,,,26,10,6,10,12,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,210,20,46,12,10,8,22,,,,,,,,,6,20,,,0.3333333333333333,1.5555555555555556,0.25
9,Unión La Calera,Unión Española,1,0,,,4,14,12,0,0,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,524,20,18,2,0,4,20,,,,,,,,,12,14,,,2.0,1.2857142857142858,0.8888888888888888
58,Ñublense,Curicó Unido,2,0,,,18,28,12,4,10,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,226,56,24,6,6,6,12,,,,,,,,,2,12,,,2.5,4.5,1.5
40,1,2,2,0,,,12,2,10,6,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,202,14,40,0,6,4,8,,,,,,,,,18,24,,,3.3333333333333335,3.0,2.6666666666666665
61,Deportes Melipilla,CD Antofagasta,1,1,,,6,10,0,6,10,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,48,28,56,16,4,0,0,,,,,,,,,22,16,,,2.4,1.3333333333333333,1.1
25,Huachipato,Ñublense,5,3,,,28,6,10,4,6,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,142,24,30,2,0,10,6,,,,,,,,,6,8,,,0.9090909090909091,0.6666666666666666,2.0
49,O'Higgins,Unión Española,1,4,,,4,4,0,10,0,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,288,12,28,2,8,10,0,,,,,,,,,20,4,,,0.0,0.5,8.5
63,Universidad de Chile,Everton de Viña del Mar,0,1,,,10,0,0,0,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,88,58,36,10,2,4,0,,,,,,,,,24,22,,,1.0,3.3333333333333335,1.0
33,CD Antofagasta,Cobresal,2,1,,,6,12,2,6,0,12,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,112,82,34,12,4,2,2,,,,,,,,,6,14,,,0.0,6.333333333333333,3.0
55,CD Antofagasta,Universidad de Chile,1,2,,,20,22,6,4,12,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,100,30,4,14,10,6,20,,,,,,,,,20,8,,,1.7777777777777777,1.5454545454545454,3.75
52,Santiago Wanderers,Deportes Melipilla,0,3,,,14,6,0,6,6,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,378,62,0,8,6,4,4,,,,,,,,,22,22,,,3.25,1.3333333333333333,0.4444444444444444
48,Universidad de Chile,Santiago Wanderers,1,0,,,4,12,0,4,6,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608,500,22,20,0,4,10,2,,,,,,,,,0,36,,,1.7,0.375,0.9
50,Universidad Católica,Unión La Calera,3,0,,,10,8,2,6,0,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,650,64,2,8,0,8,0,,,,,,,,,8,10,,,1.0,2.0,1.0909090909090908
59,Santiago Wanderers,O'Higgins,0,0,,,16,4,4,4,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,134,24,46,0,2,8,12,,,,,,,,,24,18,,,1.7272727272727273,1.7272727272727273,1.2
24,Deportes Melipilla,Palestino,0,1,,,2,14,0,0,16,10,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,80,34,62,4,12,2,8,,,,,,,,,0,14,,,1.5454545454545454,1.0,6.0
36,O'Higgins,Unión La Calera,1,0,,,12,2,0,2,0,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,382,38,30,0,0,6,6,,,,,,,,,18,14,,,1.2,3.6666666666666665,1.6363636363636365
51,Deportes La Serena,Ñublense,1,0,,,8,24,2,0,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,12,32,64,0,0,4,8,,,,,,,,,0,16,,,0.3333333333333333,3.6666666666666665,0.25
12,Cobresal,Colo Colo,1,2,,,24,0,4,4,2,8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,518,30,58,2,0,12,10,,,,,,,,,4,24,,,0.8,1.1818181818181819,1.8333333333333333
62,Huachipato,Colo Colo,0,2,,,2,18,8,8,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,124,16,16,8,4,14,10,,,,,,,,,20,24,,,1.6363636363636365,2.0,0.0
45,Cobresal,Curicó Unido,2,0,,,22,6,2,0,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,30,82,54,6,2,6,18,,,,,,,,,4,0,,,1.2857142857142858,0.7272727272727273,0.5
43,Unión Española,Audax Italiano,1,1,,,6,0,0,2,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,444,80,54,2,2,0,0,,,,,,,,,16,28,,,1.0,1.5555555555555556,4.333333333333333
60,Unión Española,Universidad Católica,3,2,,,18,0,0,0,4,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,782,38,18,2,6,2,12,,,,,,,,,32,0,,,3.2,1.4285714285714286,3.0
64,Palestino,Audax Italiano,0,2,,,10,14,6,0,2,12,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,116,28,4,0,4,8,0,,,,,,,,,16,0,,,0.3,2.0,1.8
69,Universidad Católica,Cobresal,2,1,,,40,6,14,0,14,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,46,22,0,2,2,0,8,,,,,,,,,0,0,,,2.4285714285714284,0.8,0.0
66,Deportes La Serena,Deportes Melipilla,5,1,,,2,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,102,58,0,4,0,12,4,,,,,,,,,4,0,,,0.4,0.0,7.5
65,Curicó Unido,Unión Española,1,2,,,4,4,2,6,6,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,118,64,26,2,2,20,12,,,,,,,,,12,32,,,5.5,1.1428571428571428,1.5
73,Cobresal,Unión La Calera,0,1,,,8,0,0,12,12,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,22,60,32,0,0,16,0,,,,,,,,,0,4,,,0.4444444444444444,8.5,2.5
67,O'Higgins,Palestino,1,0,,,0,8,4,12,10,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,700,2,12,2,0,8,2,,,,,,,,,2,12,,,4.0,0.625,3.6666666666666665
72,Audax Italiano,Universidad de Chile,2,1,,,14,8,0,0,10,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,370,52,34,0,10,8,0,,,,,,,,,8,2,,,2.5,1.1428571428571428,0.0
75,Palestino,Universidad de Chile,0,0,,,0,18,0,0,4,10,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,138,48,54,8,2,2,24,,,,,,,,,20,16,,,0.8571428571428571,0.8888888888888888,3.25
89,Everton de Viña del Mar,Unión Española,2,0,,,16,18,2,0,6,8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,460,20,94,0,4,18,12,,,,,,,,,4,2,,,1.7142857142857142,1.7,6.5
81,O'Higgins,Cobresal,1,1,,,4,36,4,8,0,12,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,154,46,74,0,0,18,0,,,,,,,,,4,12,,,3.5,0.5,0.375
84,Universidad Católica,Colo Colo,0,0,,,0,10,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,164,20,24,2,8,14,6,,,,,,,,,18,2,,,2.7142857142857144,1.8571428571428572,2.4
78,Colo Colo,Deportes La Serena,2,0,,,14,8,4,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,254,48,48,0,4,12,14,,,,,,,,,24,16,,,0.6666666666666666,0.625,0.7142857142857143
94,Palestino,Santiago Wanderers,2,0,,,14,4,0,2,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558,372,12,38,0,10,6,6,,,,,,,,,14,2,,,5.5,9.5,2.2857142857142856
93,Huachipato,Deportes La Serena,0,0,,,6,8,0,4,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,52,6,18,16,6,14,8,,,,,,,,,18,0,,,1.625,1.7,0.875
80,Ñublense,Audax Italiano,1,0,,,4,18,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,528,36,6,2,2,0,16,,,,,,,,,10,6,,,1.0,1.7142857142857142,2.0
71,Unión La Calera,Ñublense,1,0,,,16,6,0,2,0,2,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,286,58,20,8,2,16,4,,,,,,,,,22,18,,,2.111111111111111,1.0909090909090908,0.42857142857142855
87,Deportes La Serena,Palestino,4,3,,,16,20,4,10,6,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,304,66,30,4,6,2,10,,,,,,,,,18,6,,,0.625,1.1428571428571428,0.0
79,Deportes Melipilla,O'Higgins,3,1,,,22,12,10,0,0,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,596,30,76,0,6,14,22,,,,,,,,,2,10,,,0.42857142857142855,1.125,4.0
83,Unión La Calera,Curicó Unido,1,0,,,0,4,0,0,2,8,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,352,8,48,4,10,14,6,,,,,,,,,8,0,,,3.6,1.75,1.9
117,CD Antofagasta,Audax Italiano,0,1,,,14,2,0,6,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712,116,0,16,0,2,14,16,,,,,,,,,22,12,,,3.2,0.7142857142857143,1.4444444444444444
86,Everton de Viña del Mar,Ñublense,0,0,,,26,2,8,2,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,460,32,40,6,2,8,0,,,,,,,,,12,0,,,1.0,3.0,1.875
92,1,2,1,1,,,8,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,134,32,22,4,0,2,10,,,,,,,,,20,18,,,1.4,3.8,0.375
74,Santiago Wanderers,Universidad Católica,0,1,,,2,12,6,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,308,16,24,0,4,0,10,,,,,,,,,10,8,,,0.0,0.25,1.5
91,Deportes Melipilla,Unión La Calera,3,3,,,26,8,14,12,2,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,248,28,22,4,6,14,2,,,,,,,,,6,12,,,1.3333333333333333,0.4444444444444444,2.4285714285714284
98,Cobresal,Deportes Melipilla,1,1,,,10,20,0,0,6,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554,18,0,30,6,4,2,8,,,,,,,,,38,10,,,1.7,1.2,2.0
100,O'Higgins,Curicó Unido,2,2,,,2,6,4,4,2,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,178,24,2,6,6,10,26,,,,,,,,,30,10,,,1.5,0.7272727272727273,0.1
77,Unión Española,CD Antofagasta,1,1,,,16,6,6,6,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,180,46,20,8,4,0,4,,,,,,,,,6,20,,,4.0,1.8888888888888888,1.3
85,Audax Italiano,Huachipato,3,3,,,14,4,8,10,6,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,66,40,42,4,2,8,6,,,,,,,,,6,6,,,1.6666666666666667,0.1111111111111111,1.2727272727272727
82,CD Antofagasta,Santiago Wanderers,1,0,,,8,4,0,2,22,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,222,36,2,0,0,14,20,,,,,,,,,12,12,,,1.1666666666666667,0.36363636363636365,0.6
103,Santiago Wanderers,Colo Colo,0,4,,,2,32,2,0,2,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,382,4,20,0,0,2,20,,,,,,,,,14,2,,,1.0,3.75,3.25
104,Universidad de Chile,Ñublense,1,1,,,4,8,8,0,6,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,232,16,66,0,2,4,8,,,,,,,,,16,22,,,3.6,1.5714285714285714,0.25
76,Huachipato,Everton de Viña del Mar,0,0,,,24,2,0,0,0,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,58,42,10,6,0,14,12,,,,,,,,,26,8,,,2.5,2.5714285714285716,1.6
99,Unión Española,Huachipato,3,1,,,10,8,0,0,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706,208,12,30,6,2,2,10,,,,,,,,,2,20,,,0.0,0.0,1.25
90,Ñublense,CD Antofagasta,0,0,,,14,22,4,0,6,10,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,382,44,46,0,8,0,4,,,,,,,,,20,8,,,6.0,6.0,1.0
109,Deportes La Serena,CD Antofagasta,1,1,,,8,8,4,2,0,12,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,356,58,96,4,0,6,6,,,,,,,,,2,24,,,5.0,1.8571428571428572,5.333333333333333
97,Audax Italiano,Everton de Viña del Mar,0,2,,,10,6,2,10,0,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,242,24,62,12,2,18,4,,,,,,,,,46,12,,,5.0,0.45454545454545453,1.4444444444444444
108,Deportes Melipilla,Colo Colo,2,4,,,18,40,2,8,0,2,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,166,34,30,2,0,0,0,,,,,,,,,6,22,,,1.0,3.0,1.3333333333333333
68,Everton de Viña del Mar,Santiago Wanderers,1,0,,,2,8,2,0,2,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,38,50,42,0,0,6,0,,,,,,,,,2,6,,,0.2727272727272727,0.7,2.4285714285714284
102,CD Antofagasta,Universidad Católica,3,2,,,26,0,2,6,6,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,524,10,56,2,2,0,2,,,,,,,,,0,10,,,3.6,1.5,0.125
96,Universidad Católica,O'Higgins,3,0,,,20,2,12,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,222,60,52,4,0,0,12,,,,,,,,,18,12,,,4.0,0.3333333333333333,2.75
88,Universidad de Chile,Deportes Melipilla,2,0,,,8,8,6,0,2,10,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,266,48,70,2,8,4,0,,,,,,,,,36,14,,,2.142857142857143,1.7,5.5
110,Ñublense,O'Higgins,0,0,,,24,8,2,2,8,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,170,48,54,2,0,4,10,,,,,,,,,32,10,,,1.8,0.0,2.75
