round,team_home,team_away,score_home,score_away,expected_goals_home,expected_goals_away,possession_home,possession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corners_home,corners_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possession_lost_home,possession_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearances_home,clearances_away
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AS Monaco,Olympique Lyonnais,0,3,,,39,61,7,13,1,3,3,7,3,3,2,5,2,1,10,17,2,2,1,0,16,9,12,23,10,7,1,1,1,0,0,2,,,4,4,3,9,1,1,392,619,336,570,9,31,2,4,7,8,97,98,54,44,6,14,25,13,10,8,16,16
1,Olympique de Marseille,Stade de Reims,0,2,,,63,37,10,8,2,5,2,1,6,2,5,3,0,3,18,8,1,0,0,0,8,18,36,18,2,10,2,3,2,1,0,2,,,5,5,5,3,3,2,572,333,488,245,26,23,4,0,10,8,155,135,50,61,17,12,16,23,11,16,8,32
1,Angers,Bordeaux,3,1,,,47,53,14,8,4,3,8,3,2,2,4,3,2,1,11,15,2,1,0,0,13,10,25,16,6,15,4,2,2,2,2,0,,,5,4,9,4,2,1,422,470,329,384,28,17,5,1,18,13,140,133,76,53,21,20,25,12,8,10,6,11
1,Dijon,Saint-Étienne,1,2,,,52,48,15,12,7,4,4,6,4,2,12,5,0,1,17,10,0,2,0,0,8,17,27,17,7,10,3,1,2,0,0,1,,,9,7,6,5,2,5,457,422,374,340,38,18,8,3,9,5,142,130,55,55,22,18,16,18,13,10,15,28
1,Montpellier,Stade Rennais,0,1,,,55,45,24,9,5,3,12,4,7,2,7,1,,,20,19,3,3,0,1,19,18,21,14,5,11,4,1,4,0,,,,,16,5,8,4,2,5,442,374,362,301,49,25,10,1,9,7,135,104,73,63,31,22,15,17,7,11,6,40
1,Nice,Amiens SC,2,1,,,68,32,17,8,6,2,8,3,3,3,7,3,0,4,10,8,3,4,0,1,8,10,12,17,4,11,1,1,,,,,,,11,7,6,1,1,3,618,274,551,211,30,24,6,4,12,6,104,101,40,42,10,21,11,8,9,11,5,16
1,Stade Brestois,Toulouse,1,1,,,37,63,16,12,5,3,9,5,2,4,4,7,,,11,14,,,0,0,10,11,29,23,5,10,3,2,2,1,2,0,,,11,9,5,3,1,4,331,551,236,461,28,25,2,7,6,6,147,160,53,52,12,20,25,15,12,8,28,15
1,Lille,Nantes,2,1,,,54,46,13,13,3,3,7,9,3,1,5,11,3,2,13,17,2,4,0,0,15,12,24,19,8,8,2,1,1,1,,,,,7,7,6,6,3,1,420,346,357,276,35,30,4,4,13,9,120,122,49,61,10,21,11,21,10,10,22,19
1,RC Strasbourg,Metz,1,1,,,59,41,13,7,2,3,9,4,2,0,3,4,2,2,6,12,0,1,0,0,11,6,26,19,4,10,4,0,3,0,,,,,7,5,6,2,2,2,610,416,521,329,31,29,8,2,14,4,141,134,57,44,19,12,13,22,9,8,14,16
1,Paris Saint-Germain,Nîmes Olympique,3,0,,,74,26,12,5,5,1,5,4,2,0,2,6,,,17,8,2,0,0,0,6,17,22,16,4,9,6,0,3,0,,,,,10,4,2,1,1,2,769,246,709,189,31,25,2,5,11,7,105,108,42,51,9,15,17,14,6,5,9,19
2,Olympique Lyonnais,Angers,6,0,,,67,33,11,10,9,3,2,3,0,4,2,5,0,2,7,14,1,2,0,0,12,6,14,22,6,4,2,0,,,,,,,9,3,2,7,3,3,755,359,689,288,31,21,0,1,13,6,109,121,52,30,8,6,19,12,11,16,10,10
2,Nantes,Olympique de Marseille,0,0,,,54,46,13,9,6,2,3,5,4,2,7,3,2,2,16,18,0,3,0,0,16,15,18,27,10,6,0,2,0,2,1,0,,,4,6,9,3,2,6,452,384,360,303,41,28,7,6,7,8,142,128,62,57,20,24,20,11,6,6,12,32
2,Amiens SC,Lille,1,0,,,49,51,8,9,3,0,3,6,2,3,3,10,1,4,13,7,1,1,0,1,6,11,22,31,6,7,1,0,,,3,0,,,5,2,3,7,0,2,420,406,332,306,21,24,3,3,4,11,139,174,50,54,19,18,21,15,11,13,44,11
2,Bordeaux,Montpellier,1,1,,,64,36,13,10,4,4,7,2,2,4,3,5,1,5,15,21,2,1,0,0,21,13,22,21,2,9,1,1,,,,,,,7,4,6,6,3,3,563,292,477,204,26,27,3,2,14,8,141,143,68,64,26,13,10,29,13,12,23,16
2,Metz,AS Monaco,3,0,,,48,52,18,12,10,6,6,1,2,5,6,4,2,1,15,7,1,2,0,1,5,15,16,26,5,8,4,1,2,1,2,0,,,13,5,5,7,6,6,464,496,381,422,36,29,5,2,8,14,128,130,51,55,12,11,26,16,13,9,14,18
2,Nîmes Olympique,Nice,1,2,,,54,46,18,6,5,3,8,2,5,1,2,1,3,0,21,12,5,5,2,1,11,17,34,17,6,10,1,3,0,1,0,2,,,8,5,10,1,1,4,428,379,350,293,50,18,8,1,10,8,131,113,52,48,24,10,9,13,7,10,5,29
2,Toulouse,Dijon,1,0,,,53,47,18,18,6,5,8,11,4,2,7,5,3,0,11,5,2,0,0,0,4,11,21,22,15,13,2,1,1,1,1,0,,,11,9,7,9,5,5,471,420,397,346,17,26,9,4,16,13,134,124,52,62,16,18,17,20,8,12,20,21
2,Saint-Étienne,Stade Brestois,1,1,,,55,45,19,9,5,4,10,3,4,2,4,2,3,2,16,8,1,2,0,0,7,15,24,27,4,10,3,0,3,0,,,,,16,5,3,4,2,4,457,382,376,296,18,25,5,1,6,8,144,144,61,52,24,10,24,20,12,15,7,12
2,Stade de Reims,RC Strasbourg,0,0,,,58,42,11,5,1,2,7,2,3,1,2,4,0,1,18,19,2,0,0,0,18,16,34,18,5,10,0,2,0,2,,,,,6,4,5,1,2,1,556,387,474,314,33,35,6,2,3,4,117,128,53,46,17,17,17,10,11,10,11,21
2,Stade Rennais,Paris Saint-Germain,2,1,,,38,62,10,9,3,2,4,7,3,0,4,7,3,2,15,19,1,5,0,0,19,15,12,25,11,3,2,1,1,0,,,,,7,6,3,3,1,1,383,593,324,528,27,17,2,5,5,16,96,122,43,59,6,13,14,16,7,5,32,7
3,Amiens SC,Nantes,1,2,,,37,63,3,25,1,6,0,15,2,4,2,5,1,0,9,13,1,1,1,0,13,9,14,25,15,2,1,3,1,2,,,,,2,10,1,15,4,0,394,658,308,578,35,37,0,6,8,14,132,139,60,50,23,10,16,18,17,14,22,5
3,Angers,Metz,3,0,,,37,63,15,4,5,2,8,2,2,0,2,1,,,15,8,1,2,0,0,8,15,31,20,8,9,3,0,1,0,1,1,,,8,1,7,3,2,2,350,607,270,526,21,22,4,0,5,10,134,133,43,54,14,12,16,18,13,11,14,22
3,Dijon,Bordeaux,0,2,,,47,53,10,10,1,3,8,3,1,4,3,7,1,1,12,18,0,2,0,0,17,11,28,27,5,8,,,,,0,2,,,3,7,7,3,1,1,462,517,391,426,31,27,4,3,17,15,135,151,72,65,15,14,24,26,12,9,22,14
3,Stade Brestois,Stade de Reims,1,0,,,53,47,8,10,4,2,1,8,3,0,6,5,1,2,18,14,1,1,0,0,14,15,23,19,11,3,0,2,0,2,,,,,6,7,2,3,2,3,489,408,400,315,27,27,6,4,0,9,131,135,44,55,23,19,8,13,10,14,26,13
3,AS Monaco,Nîmes Olympique,2,2,,,45,55,16,14,6,4,8,7,2,3,6,7,0,3,14,17,2,1,1,0,16,13,22,20,11,6,4,4,3,2,0,4,,,12,8,4,6,2,3,349,411,278,336,27,30,1,5,16,13,119,136,69,56,19,13,22,18,11,5,22,17
3,RC Strasbourg,Stade Rennais,0,2,,,51,49,19,7,3,4,11,2,5,1,6,0,,,13,13,4,2,1,0,13,13,17,18,6,14,2,2,2,1,,,,,13,2,6,5,2,3,388,395,314,323,38,34,10,0,14,9,117,117,63,46,18,13,18,11,9,7,4,26
3,Paris Saint-Germain,Toulouse,4,0,,,71,29,21,3,11,0,9,2,1,1,12,1,3,1,8,13,0,1,0,0,12,8,22,13,2,11,8,1,6,1,,,,,18,3,3,0,0,8,662,267,607,201,15,17,7,3,12,12,121,103,46,50,7,9,15,21,8,11,3,31
3,Montpellier,Olympique Lyonnais,1,0,,,50,50,19,14,5,4,8,5,6,5,8,2,,,14,11,2,4,0,1,10,13,11,22,6,10,2,2,2,2,,,,,8,5,11,9,4,4,479,470,409,400,37,36,5,3,8,8,118,114,50,53,14,18,18,15,6,10,13,19
3,Lille,Saint-Étienne,3,0,,,49,51,16,9,7,4,6,3,3,2,3,3,0,1,9,12,,,0,0,12,8,26,11,7,10,3,1,1,1,,,,,12,6,4,3,3,4,460,465,379,392,17,31,4,4,4,5,126,120,41,49,16,19,12,17,5,14,12,10
3,Nice,Olympique de Marseille,1,2,,,62,38,12,12,3,5,5,5,4,2,4,3,1,0,7,13,1,1,0,0,13,7,34,25,6,4,2,2,1,1,0,3,,,5,8,7,4,3,2,548,323,460,249,19,20,3,5,16,6,138,121,61,52,11,17,22,22,11,8,11,19
4,Metz,Paris Saint-Germain,0,2,,,31,69,7,10,2,4,3,3,2,3,4,7,2,3,11,13,1,0,0,0,12,9,10,22,5,6,0,4,0,2,1,0,,,2,8,5,2,2,2,309,680,230,612,24,30,3,5,17,17,121,124,61,53,8,10,24,17,8,19,11,12
4,Olympique Lyonnais,Bordeaux,1,1,,,46,54,10,18,3,6,3,7,4,5,4,5,0,3,12,14,4,3,1,0,14,11,20,16,11,4,1,1,1,0,2,0,,,6,9,4,9,5,2,434,494,364,437,22,17,1,4,11,11,117,118,53,53,10,11,19,20,15,8,20,11
4,Angers,Dijon,2,0,,,43,57,12,5,3,1,3,2,6,2,5,3,2,0,11,17,0,2,0,0,17,9,31,34,6,8,2,2,1,2,2,1,,,6,4,6,1,1,2,366,500,291,423,22,27,4,2,10,8,149,137,60,59,16,21,17,21,15,17,9,27
4,Nantes,Montpellier,1,0,,,49,51,14,8,7,1,4,3,3,4,6,2,0,1,14,12,2,2,0,0,11,11,21,22,4,7,1,1,1,1,1,0,,,7,5,7,3,1,6,473,479,385,373,27,42,4,3,11,3,152,158,69,52,26,20,23,18,18,10,21,18
4,Nîmes Olympique,Stade Brestois,3,0,,,38,62,21,7,8,3,9,2,4,2,8,2,5,1,11,17,3,4,0,0,16,11,18,29,7,13,5,2,4,2,3,0,,,14,5,7,2,3,5,310,520,223,414,29,27,11,1,8,7,146,158,61,59,24,26,15,16,14,9,15,24
4,Toulouse,Amiens SC,2,0,,,45,55,13,10,3,1,8,9,2,0,4,3,0,1,15,8,0,1,0,0,6,14,17,23,9,4,3,0,2,0,2,0,,,8,4,5,6,1,1,513,596,436,517,25,34,3,7,11,8,126,128,36,43,6,9,14,14,16,5,16,9
4,Stade de Reims,Lille,2,0,,,40,60,12,11,5,3,4,5,3,3,5,1,0,2,19,15,3,2,0,1,14,18,21,21,7,6,2,3,1,3,,,,,9,7,3,4,3,2,312,474,227,390,26,26,2,4,7,9,144,137,52,69,13,27,19,16,7,7,18,14
4,Stade Rennais,Nice,1,2,,,45,55,11,11,3,7,6,2,2,2,8,6,3,0,13,13,2,3,0,0,12,13,19,21,4,8,0,2,,,,,,,7,8,4,3,4,3,353,445,298,390,28,24,7,2,8,11,108,105,46,49,9,11,18,15,6,8,15,18
4,RC Strasbourg,AS Monaco,2,2,,,59,41,14,16,5,6,7,7,2,3,6,4,2,2,14,17,4,3,0,0,15,14,27,12,8,9,1,6,0,4,,,,,7,12,7,4,4,3,486,352,400,251,46,13,5,3,12,10,170,147,75,62,32,16,17,22,9,12,14,28
4,Olympique de Marseille,Saint-Étienne,1,0,,,49,51,9,12,2,3,2,4,5,5,5,6,0,3,16,7,5,2,0,0,7,14,23,22,5,4,1,0,,,,,,,3,8,6,4,3,1,446,441,373,366,24,35,1,1,10,13,131,141,55,64,18,10,20,27,15,19,26,12
5,Lille,Angers,2,1,,,56,44,13,7,4,3,7,2,2,2,4,4,3,0,3,16,1,2,0,0,12,3,20,30,6,10,1,1,,,2,0,,,7,4,6,3,2,2,595,458,506,367,28,41,2,2,13,5,150,164,63,43,14,19,25,16,12,10,20,23
5,Amiens SC,Olympique Lyonnais,2,2,,,49,51,11,12,2,6,3,4,6,2,4,1,4,0,12,14,3,2,0,0,14,12,22,11,8,6,0,3,0,1,1,1,,,4,8,7,4,4,0,511,528,433,449,15,21,1,1,8,8,133,120,54,41,13,10,20,12,8,7,11,24
5,Paris Saint-Germain,RC Strasbourg,1,0,,,61,39,16,6,7,3,5,2,4,1,5,2,2,3,12,12,2,2,0,0,11,11,21,13,3,10,0,1,0,1,,,,,9,3,7,3,3,6,618,381,546,292,20,46,2,2,14,11,133,136,44,60,5,22,14,16,13,17,11,28
5,Bordeaux,Metz,2,0,,,45,55,15,15,6,3,7,6,2,6,4,6,1,1,18,15,2,2,0,0,14,17,11,23,5,7,3,1,2,1,1,0,,,7,10,8,5,3,4,431,520,366,438,28,24,3,7,10,22,125,154,77,78,27,14,28,25,7,6,35,14
5,Dijon,Nîmes Olympique,0,0,,,59,41,17,8,2,3,10,4,5,1,6,0,2,2,14,11,3,1,0,0,9,14,18,39,6,12,2,0,2,0,1,0,,,9,5,8,3,3,2,513,348,401,227,44,15,5,2,15,4,172,177,71,69,30,35,17,16,5,12,15,23
5,Montpellier,Nice,2,1,,,41,59,17,13,8,5,9,6,0,2,8,1,4,0,17,11,2,2,0,0,10,17,20,15,9,11,3,2,2,2,,,,,9,2,8,11,3,6,375,555,295,496,32,33,5,1,6,16,127,113,55,59,12,12,27,15,4,10,12,23
5,Stade Brestois,Stade Rennais,0,0,,,49,51,10,9,2,2,7,5,1,2,2,4,2,2,10,12,2,2,0,0,12,10,26,17,7,13,,,,,1,1,,,5,5,5,4,2,2,429,429,337,355,37,27,3,7,10,1,142,136,51,38,13,12,18,15,13,9,19,7
5,Nantes,Stade de Reims,1,0,,,53,47,8,9,4,1,4,3,0,5,7,5,1,1,18,15,1,3,0,0,14,17,15,27,9,6,,,,,,,,,6,7,2,2,1,3,484,413,381,323,22,25,2,4,8,6,146,147,64,61,23,23,20,16,10,10,18,15
5,Saint-Étienne,Toulouse,2,2,,,59,41,14,10,4,7,7,1,3,2,9,7,4,3,15,13,3,0,0,0,13,14,21,15,4,15,1,3,0,1,0,1,,,8,6,6,4,5,2,447,320,388,247,37,18,6,4,9,10,123,116,51,57,16,14,13,19,13,12,19,36
5,AS Monaco,Olympique de Marseille,3,4,,,43,57,12,13,8,6,2,5,2,2,6,4,3,1,9,14,3,3,0,0,13,9,20,18,4,4,4,3,2,1,3,0,,,9,10,3,3,2,5,378,506,316,436,19,26,5,6,11,10,115,111,47,48,13,16,10,14,13,7,11,29
