number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away
11,1,2,0,3,54,46,17,10,4,4,9,2,4,4,9,9,1,2,0,0,4,2,0,0,9,11,,,3,13,,,,,,,0,2,,,14,7,3,3,1,4,458,393,391,314,,,,,,,,,46,48,15,17,,,,,,
41,1X,12,2,0,67,33,29,8,12,3,9,2,8,3,13,1,3,3,0,0,1,1,0,0,13,6,,,7,13,,,,,1,0,,,,,23,2,6,6,3,10,628,305,544,226,,,,,,,,,54,37,12,7,,,,,,
2,1,2,2,2,66,34,10,11,5,5,3,3,2,3,8,2,4,1,0,0,1,2,0,0,13,7,,,8,9,,,,,,,0,1,,,6,5,4,6,3,3,558,286,451,200,,,,,,,,,53,72,20,29,,,,,,
8,1,2,0,1,47,53,7,8,1,3,4,1,2,4,3,5,3,2,0,0,2,4,0,0,16,9,,,4,5,,,,,,,,,,,4,4,3,4,2,1,412,478,301,378,,,,,,,,,62,58,16,21,,,,,,
43,1X,12,3,1,47,53,12,7,4,2,8,3,0,2,4,4,0,2,0,0,2,3,0,0,11,9,,,7,11,,,,,1,0,,,,,7,5,5,2,1,1,432,476,336,374,,,,,,,,,54,38,16,11,,,,,,
16,1,2,1,2,69,31,10,10,3,5,3,3,4,2,8,4,1,1,0,0,1,3,1,0,12,11,,,11,13,,,,,1,0,0,1,,,7,7,3,3,3,2,553,242,468,157,,,,,,,,,61,62,25,20,,,,,,
56,1X,12,1,2,71,29,27,6,8,3,9,3,10,0,16,3,2,2,0,0,1,2,0,0,7,10,,,4,12,,,,,,,,,,,18,4,9,2,1,8,669,279,596,189,,,,,,,,,67,58,24,15,,,,,,
3,1,2,4,2,44,56,20,11,8,5,8,4,4,2,6,3,0,1,0,0,2,4,0,0,16,12,,,6,10,,,,,1,0,1,0,,,16,7,4,4,3,4,342,442,250,347,,,,,,,,,57,60,16,25,,,,,,
22,1X,12,1,1,34,66,13,19,2,6,5,9,6,4,2,7,1,0,0,0,1,4,0,0,14,7,,,13,5,,,,,1,0,,,,,7,12,6,7,5,1,265,523,180,440,,,,,,,,,60,53,16,25,,,,,,
30,1X,12,0,1,26,74,1,22,0,9,1,6,0,7,0,9,2,2,0,0,6,1,1,0,8,15,,,8,5,,,,,,,,,,,1,15,0,8,9,0,268,777,206,712,,,,,,,,,42,50,9,9,,,,,,
