number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away
29,Manchester City,West Ham,3,1,67,33,22,9,5,2,10,5,7,2,5,4,3,3,5,10,1,3,0,0,10,4,,,7,17,4,1,2,0,1,0,,,,,17,7,5,2,1,3,587,274,508,196,27,40,4,4,17,17,,,64,63,16,23,21,19,9,18,,
62,Hull City,Chelsea,0,2,41,59,8,22,2,9,3,9,3,4,5,7,1,0,13,15,2,2,0,0,14,12,,,10,5,0,2,0,2,0,1,,,,,3,13,5,9,6,2,385,554,302,460,29,41,1,6,3,18,,,51,65,12,18,23,19,21,13,,
15,Watford,Chelsea,1,2,38,62,6,13,2,4,2,6,2,3,0,5,1,2,20,10,4,3,0,0,9,19,,,5,4,1,3,1,1,0,1,0,2,,,3,6,3,7,2,1,330,560,251,488,26,35,3,3,9,11,,,52,58,9,12,25,17,15,15,,
23,Everton,Stoke City,1,0,55,45,21,8,9,1,7,4,5,3,9,2,3,1,14,11,2,1,0,0,11,13,,,6,9,2,0,2,0,1,1,,,,,9,1,12,7,1,8,482,395,400,308,24,38,4,2,19,13,,,68,72,17,21,21,26,11,7,,
7,Bournemouth,Manchester United,1,3,47,53,9,11,3,7,2,2,4,2,4,2,3,4,7,10,0,1,0,0,10,7,,,6,7,0,4,0,2,,,,,,,6,8,3,3,4,2,483,561,412,488,37,35,3,2,13,8,,,44,50,8,8,15,27,10,13,,
18,Sunderland,Middlesbrough,1,2,47,53,18,8,5,3,6,2,7,3,8,1,2,0,11,14,1,1,0,0,14,11,,,4,7,1,2,0,1,,,,,,,13,3,5,5,1,4,401,476,307,372,19,40,6,3,21,7,,,68,63,18,17,16,30,15,17,,
36,West Ham,Watford,2,4,58,42,19,13,4,8,11,3,4,2,4,4,2,1,10,15,2,2,0,0,14,10,,,6,10,1,3,0,3,0,1,,,,,8,10,11,3,4,2,445,325,384,233,28,17,3,4,10,8,,,51,57,16,16,12,24,26,5,,
45,Everton,Middlesbrough,3,1,52,48,11,7,6,0,4,3,1,4,6,3,4,3,5,15,2,1,0,0,15,5,,,3,10,1,0,,,,,,,,,8,1,3,6,0,3,544,502,457,409,38,36,4,3,20,8,,,69,56,15,21,20,22,4,24,,
27,Hull City,Manchester United,0,1,38,62,8,29,2,9,4,12,2,8,1,6,0,1,9,6,2,3,0,0,5,9,,,15,5,0,2,0,1,,,,,,,2,14,6,15,8,2,394,615,305,542,23,35,3,9,5,14,,,39,51,9,15,20,14,17,12,,
6,Manchester City,Sunderland,2,1,77,23,16,7,4,3,8,2,4,2,9,6,1,2,11,14,1,2,0,0,13,11,,,3,9,2,2,1,1,,,,,,,8,4,8,3,2,3,681,189,585,104,28,13,3,3,13,11,,,46,59,16,21,5,17,9,12,,
