number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away
32,1,2,6,0,51,49,,,10,4,4,8,,,2,9,2,3,19,13,1,5,0,0,16,21,,,13,8,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,
14,1,2,1,1,48,52,,,5,4,4,5,,,1,2,0,5,17,13,2,1,0,0,18,17,,,7,8,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,
60,1,2,2,3,,,,,5,3,5,4,,,2,8,1,5,20,20,2,2,0,0,25,21,,,5,9,,,,,,,,,,,,,,,6,10,,,,,,,,,,,,,,,,,,,,,,
4,1,2,0,0,55,45,,,4,2,3,7,,,6,4,1,3,17,15,,,0,0,18,18,,,13,3,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,
17,1,2,1,0,51,49,,,4,5,6,2,,,2,6,4,3,14,23,0,1,0,0,26,18,,,6,9,,,,,,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,
43,1,2,0,1,67,33,16,9,3,2,9,5,4,2,8,1,0,3,12,22,4,3,0,0,25,11,,,7,18,1,0,1,0,,,0,1,,,8,3,8,6,1,3,538,282,428,199,50,30,11,2,8,7,,,71,53,16,19,22,16,4,28,,
27,1,2,2,1,54,46,,,7,3,3,4,,,8,2,,,21,19,1,2,0,0,19,21,,,6,8,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,
22,1,2,2,2,64,36,,,8,6,9,2,,,8,4,4,2,12,21,3,3,0,0,23,16,,,4,11,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,
31,1,2,2,0,48,52,,,3,2,4,5,,,2,4,,,23,15,4,4,0,0,15,23,,,11,6,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,
26,1,2,4,2,,,,,,,,,,,5,6,,,,,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
