number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away
4,Bahia,Atlético Paranaense,6,2,40,60,28,11,9,5,8,3,11,3,14,3,4,1,11,11,0,2,0,1,9,10,,,4,10,3,1,,,,,,,,,,,,,3,3,290,473,234,409,27,20,8,3,5,6,,,47,41,10,11,24,14,5,10,,
22,Vitória,Coritiba,0,1,52,48,12,16,3,8,7,6,2,2,9,6,7,4,19,16,3,3,0,0,16,16,,,9,8,0,2,0,1,0,1,,,,,,,,,6,3,364,347,276,268,33,17,7,4,4,7,,,56,53,20,23,17,10,17,12,,
3,Avai,Vitória,0,0,37,63,12,12,2,1,7,9,3,2,7,4,2,2,6,15,0,2,0,0,14,6,,,8,13,1,0,1,0,0,2,,,,,,,,,1,2,321,573,229,457,22,31,2,2,7,6,,,61,45,22,23,18,13,20,16,,
10,1,2,1,0,47,53,7,23,3,11,4,7,0,5,3,4,1,2,24,17,6,4,0,0,16,23,,,12,7,2,2,1,2,,,,,,,,,,,11,2,338,378,257,301,24,31,4,3,5,13,,,50,56,13,10,16,10,16,19,,
27,Sport Recife,Grêmio,4,3,67,33,19,12,10,6,5,5,4,1,12,6,0,2,21,13,5,1,1,0,13,21,,,7,8,1,3,0,1,0,1,,,,,,,,,3,6,499,250,420,178,15,19,11,2,4,4,,,47,48,8,8,23,17,22,16,,
53,Avaí,Flamengo,1,1,39,61,12,9,2,3,7,3,3,3,4,9,1,2,17,18,2,1,1,0,18,16,,,8,8,1,0,,,,,,,,,,,,,2,1,327,523,236,410,27,26,2,6,10,8,,,54,50,16,14,11,13,34,13,,
2,Fluminense,Santos,3,2,38,62,9,20,5,7,3,10,1,3,5,8,2,2,15,18,1,5,0,0,18,15,,,10,5,1,2,0,1,1,2,,,,,,,,,5,2,306,512,261,454,33,16,5,5,5,4,,,48,40,13,11,13,12,10,5,,
58,Atlético Paranaense,Santos,0,2,57,43,16,10,2,5,5,4,9,1,7,4,2,3,15,12,1,2,0,1,11,14,,,5,9,0,1,,,,,0,2,,,,,,,3,2,495,391,402,303,32,27,7,2,7,8,,,51,54,21,14,12,19,16,15,,
44,Sport Recife,Flamengo,2,0,39,61,14,17,5,7,3,5,6,5,3,8,1,2,17,16,2,2,0,0,11,16,,,6,8,0,1,0,1,,,,,,,,,,,7,3,302,465,220,371,15,23,1,8,8,8,,,43,55,8,11,16,21,12,13,,
25,Atlético Goianiense,Corinthians,0,1,48,52,14,15,5,8,6,5,3,2,5,9,5,5,23,11,2,0,0,0,11,19,,,5,10,1,2,1,2,,,0,1,,,,,,,7,5,403,430,328,343,31,31,5,6,7,3,,,53,52,17,17,20,14,11,12,,
