number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away
1,Vitória,Flamengo,2,2,66,34,21,10,6,5,10,5,5,0,4,5,2,2,24,10,3,2,0,1,9,24,,,5,11,4,1,2,0,1,0,0,1,,,11,5,10,5,3,3,545,286,484,206,26,16,4,3,18,10,,,51,57,16,14,8,14,14,8,,
31,São Paulo,Atlético Mineiro,2,2,38,62,7,9,2,5,3,2,2,2,6,7,2,2,17,14,4,4,0,0,14,16,,,11,5,2,3,1,1,,,,,,,6,6,1,3,3,0,317,535,247,468,22,28,4,3,16,11,,,59,51,15,11,15,13,12,11,,
18,Grêmio,Atlético Paranaense,0,0,50,50,22,7,6,1,12,4,4,2,7,4,3,1,9,15,3,4,0,1,15,9,,,8,14,4,0,4,0,1,0,,,,,15,4,7,3,1,6,587,602,507,517,18,51,4,3,6,8,,,45,41,9,13,16,11,21,25,,
5,Internacional,Bahia,2,0,45,55,13,12,4,2,6,6,3,4,4,3,1,1,16,18,2,0,0,0,17,15,,,7,9,3,0,1,0,,,,,,,9,3,4,9,2,2,412,491,309,406,19,25,4,3,8,16,,,68,63,19,15,26,18,21,19,,
41,Grêmio,Internacional,0,0,77,23,11,5,1,1,8,3,2,1,11,1,,,13,24,3,4,0,0,23,12,,,5,15,2,0,2,0,,,,,,,6,2,5,3,1,1,721,212,644,138,22,18,2,3,11,7,,,70,70,17,24,20,27,13,22,,
6,Vasco da Gama,Atlético Mineiro,2,1,66,34,19,11,7,6,6,5,6,0,9,3,3,3,11,18,4,3,0,0,18,10,,,6,8,1,1,0,1,1,1,,,,,11,5,8,6,5,6,596,321,526,252,40,19,5,1,8,7,,,58,49,18,17,14,16,8,9,,
59,Fluminense,Atlético Paranaense,2,0,32,68,14,18,6,3,5,11,3,4,3,6,2,1,13,18,1,2,0,0,18,12,,,15,5,1,2,0,2,,,,,,,6,6,8,12,3,5,294,612,222,537,30,26,1,1,12,16,,,60,56,11,17,20,12,8,10,,
28,América Mineiro,Vitória,2,1,41,59,15,14,8,5,5,7,2,2,8,7,0,3,14,12,3,2,1,0,12,13,,,11,10,5,2,3,1,0,1,1,0,,,11,6,4,8,4,6,305,445,209,354,22,28,9,9,8,19,,,61,69,21,21,20,17,19,9,,
58,Sport Recife,Corinthians,1,1,45,55,14,5,5,2,7,3,2,0,3,5,1,2,18,17,2,3,0,0,16,17,,,6,10,2,0,2,0,,,,,,,5,2,9,3,1,4,436,562,371,495,24,32,8,2,11,11,,,64,61,19,16,19,17,11,14,,
56,Paraná Clube,Grêmio,0,0,26,74,6,8,0,2,4,3,2,3,1,9,0,1,16,18,2,1,0,0,16,16,,,8,8,0,2,0,2,,,,,,,1,4,5,4,2,0,246,719,176,650,17,43,3,4,12,10,,,61,47,8,11,26,10,21,10,,
