number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away
31,Fluminense,Vasco,1,1,79,21,23,8,9,1,10,5,4,2,9,1,1,1,12,19,3,3,0,0,18,10,,,6,16,1,1,,,2,0,1,0,,,9,3,14,5,0,8,733,195,654,116,19,19,9,2,12,5,,,56,49,15,13,11,21,4,13,,
33,Athletico,Flamengo,2,1,39,61,10,14,4,4,3,3,3,7,2,8,2,0,15,11,2,2,0,0,10,15,,,6,8,2,1,,,,,2,0,,,6,4,4,10,4,2,349,532,271,449,24,27,1,2,10,22,,,47,65,8,13,19,15,7,11,,
5,Red Bull Bragantino,Bahia,2,1,56,44,13,9,7,3,4,5,2,1,4,7,2,3,20,13,3,1,0,0,13,20,,,7,13,4,2,2,1,1,0,,,,,6,5,7,4,2,5,435,343,337,248,20,37,1,3,14,12,,,61,54,8,11,26,11,12,12,,
7,Corinthians,Cruzeiro,2,1,41,59,12,8,7,2,4,3,1,3,7,4,4,3,14,12,4,2,0,0,11,14,,,5,8,3,1,1,0,,,,,,,6,4,6,4,1,5,405,576,315,495,16,24,4,4,6,9,,,50,44,14,7,19,14,12,7,,
4,Fortaleza,Internacional,1,1,47,53,24,11,6,6,7,5,11,0,5,1,0,2,18,13,2,1,0,0,13,16,,,6,11,0,1,0,1,,,,,,,10,6,14,5,5,5,399,471,319,378,23,8,6,1,11,25,,,60,76,19,16,17,19,12,15,,
19,Bahia,Botafogo,1,2,60,40,13,5,5,3,3,2,5,0,6,3,0,5,18,9,1,2,0,0,9,16,,,6,7,,,,,,,,,,,9,2,4,3,1,4,539,366,451,288,33,21,3,1,11,20,,,51,74,11,14,20,24,13,15,,
15,Santos,Atlético Mineiro,0,0,37,63,12,15,2,5,5,6,5,4,9,6,0,1,11,21,3,3,0,0,20,11,,,5,5,1,3,1,3,0,1,,,,,6,4,6,11,5,2,316,551,245,465,16,30,7,2,18,16,,,79,59,19,12,22,20,13,13,,
16,Vasco,Palmeiras,2,2,36,64,11,13,3,7,4,5,4,1,2,5,,,19,15,4,3,0,0,14,18,,,6,4,3,1,1,0,,,3,1,,,7,5,4,8,5,1,255,466,176,376,17,29,1,4,15,13,,,60,71,19,25,12,15,8,6,,
29,Vasco,Bahia,0,1,55,45,15,12,6,6,6,4,3,2,7,6,5,0,19,19,1,4,0,0,18,18,,,7,14,0,1,0,1,0,1,1,5,,,7,8,8,4,5,6,430,355,346,269,26,21,6,1,16,11,,,63,55,18,17,11,9,10,13,,
35,São Paulo,Internacional,2,0,43,57,7,15,4,4,1,3,2,8,4,9,2,3,16,9,3,4,0,0,7,14,,,4,3,3,1,2,1,,,1,0,,,5,9,2,6,3,2,374,486,306,423,22,26,3,5,9,21,,,43,58,8,7,19,16,7,10,,
