number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away
20,1,2,3,0,54,46,0,0,8,1,7,3,0,0,5,0,3,1,11,11,2,0,0,0,12,14,,,6,12,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,
2,1,2,1,0,55,45,20,2,12,0,8,2,0,0,5,3,1,1,9,14,2,1,0,1,15,10,,,2,19,,,,,,,,,,,,,,,0,10,,,,,,,,,,,,,,,,,,,,,,
8,1,2,1,1,53,47,14,7,5,3,9,4,0,0,4,3,2,2,9,10,2,2,0,1,12,11,,,7,13,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,
29,1,2,1,0,52,48,9,9,2,4,7,5,0,0,2,5,1,0,13,17,1,4,0,0,17,14,,,7,8,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,
21,1,2,1,1,57,43,0,0,3,1,6,3,0,0,8,1,1,0,15,14,6,3,0,1,14,16,,,8,17,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,
24,1,2,1,0,44,56,10,17,6,5,4,12,0,0,2,9,4,3,6,8,4,0,1,0,11,10,,,18,5,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,
36,1,2,1,1,49,51,5,5,2,4,3,1,0,0,2,3,,,14,13,1,1,0,0,13,14,,,4,7,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,
11,1,2,2,0,54,46,10,7,6,2,4,5,0,0,6,5,0,1,14,17,2,1,0,1,18,14,,,6,7,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,
16,1,2,1,0,49,51,0,0,5,2,6,5,0,0,15,3,2,5,18,13,1,4,0,0,18,20,,,9,14,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,
9,1,2,0,0,57,43,0,0,2,2,4,0,0,0,4,2,1,2,15,26,3,5,0,0,28,16,,,3,10,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,
28,1,2,1,1,57,43,11,12,6,4,5,8,0,0,16,4,1,4,12,11,2,2,0,0,15,13,,,10,11,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,
7,1,2,4,1,53,47,17,7,11,1,3,5,3,1,7,1,0,3,17,14,1,4,0,1,14,17,,,4,9,5,0,1,0,,,,,,,,,,,1,7,449,391,389,329,22,15,4,2,17,4,,,58,51,12,7,15,23,8,9,,
61,1,2,0,1,62,38,11,5,3,3,8,2,0,0,7,3,3,1,6,27,2,4,0,0,28,9,,,7,14,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,
27,1,2,0,0,42,58,0,0,3,4,2,2,0,0,9,6,2,3,16,5,2,2,0,0,8,18,,,6,6,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,
51,1,2,1,0,61,39,10,3,2,2,8,1,0,0,5,1,2,1,12,9,1,0,0,1,10,14,,,4,18,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,
40,1,2,1,0,47,53,12,9,4,2,7,3,1,4,6,4,1,5,12,8,1,4,0,0,8,11,,,9,11,0,1,0,1,,,1,0,,,,,,,2,3,385,442,288,342,27,30,6,1,9,11,,,48,61,8,13,23,27,20,32,,
60,1,2,2,2,61,39,13,8,6,6,7,2,0,0,12,5,4,4,9,15,1,4,0,0,19,13,,,6,8,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,
1,1,2,2,2,57,43,16,15,10,9,6,6,0,0,11,2,3,4,18,14,2,3,0,0,18,21,,,7,7,,,,,,,,,,,,,,,7,8,,,,,,,,,,,,,,,,,,,,,,
37,1,2,0,0,52,48,8,7,3,3,5,4,0,0,5,10,2,3,18,17,3,1,0,1,20,20,,,7,9,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,
25,1,2,2,1,49,51,0,0,5,3,4,3,0,0,4,2,0,8,14,16,5,5,0,0,24,14,,,6,8,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,
47,1,2,2,0,49,51,12,5,8,4,4,1,0,0,3,4,2,3,13,26,1,4,0,0,29,15,,,4,8,,,,,,,,,,,,,,,4,6,,,,,,,,,,,,,,,,,,,,,,
46,1,2,3,1,43,57,12,13,7,8,5,5,0,0,3,5,7,0,21,10,2,3,0,0,10,28,,,8,9,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,
19,1,2,1,0,41,59,19,10,7,2,6,5,6,3,6,4,5,1,15,14,1,3,0,0,14,14,,,7,6,4,0,4,0,1,0,2,0,,,,,,,2,6,373,549,289,456,25,21,5,5,3,4,,,50,39,15,12,19,10,21,7,,
42,1,2,0,3,54,46,10,15,6,7,4,8,0,0,6,2,0,2,14,13,2,3,2,0,15,14,,,11,6,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,
13,1,2,0,0,48,52,12,14,4,5,7,7,1,2,6,7,3,0,18,13,2,6,0,0,12,17,,,10,12,0,1,0,1,,,0,1,,,,,,,5,4,381,436,290,338,38,27,12,5,5,7,,,44,54,11,9,16,21,12,5,,
54,1,2,0,1,47,53,13,9,4,4,9,5,0,0,9,5,,,8,9,1,1,0,0,9,8,,,8,17,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,
44,1,2,1,4,47,53,8,13,6,6,2,7,0,0,10,7,3,3,12,16,3,3,0,0,19,15,,,9,9,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,
30,1,2,1,2,,,5,10,4,5,1,5,0,0,5,3,3,0,15,9,4,4,0,0,9,18,,,7,3,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,
