number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away
1,Bahia,Santos,3,0,34,66,5,12,3,4,2,5,0,3,4,11,2,2,18,9,3,3,0,0,9,18,,,8,4,3,0,,,,,,,,,4,3,1,9,4,0,304,563,230,501,17,19,3,5,9,8,,,41,49,10,12,13,12,9,12,,
2,São Paulo,Fluminense,0,0,71,29,7,11,3,5,2,4,2,2,4,5,2,2,10,12,1,2,0,0,11,8,,,5,9,1,2,1,2,0,1,,,,,6,9,1,2,5,3,636,251,554,178,22,27,7,3,5,6,,,47,50,15,16,16,20,11,10,,
5,Flamengo,Palmeiras,1,0,62,38,14,12,10,5,3,6,1,1,3,4,0,3,25,21,2,3,0,0,21,25,,,8,8,4,1,3,1,,,0,1,,,9,4,5,8,5,8,503,300,440,244,25,32,1,3,12,5,,,61,51,15,4,13,17,10,18,,
7,Chapecoense,Red Bull Bragantino,0,3,44,56,10,18,2,8,6,8,2,2,5,7,0,2,9,12,1,0,0,0,11,8,,,12,9,1,4,1,3,0,2,0,1,,,5,12,5,6,5,2,428,552,342,483,18,44,4,8,11,14,,,36,50,4,16,10,12,11,14,,
4,Ceará SC,Grêmio,3,2,35,65,12,12,6,3,5,5,1,4,5,4,2,0,17,18,3,3,0,0,17,17,,,8,4,1,3,1,1,1,0,1,2,,,9,8,3,4,1,3,277,520,196,434,21,47,6,5,9,19,,,58,70,22,23,10,11,6,6,,
0,Cuiabá,Juventude,2,2,59,41,14,7,2,3,8,3,4,1,9,1,0,1,14,14,1,3,0,0,11,13,,,7,8,1,4,0,2,,,0,1,,,8,4,6,3,1,0,490,342,417,266,27,24,9,3,12,8,,,63,58,21,23,19,16,5,9,,
3,Atlético Mineiro,Fortaleza,1,2,54,46,13,18,4,5,5,8,4,5,5,4,2,3,16,19,2,4,0,0,19,16,,,11,8,3,1,2,0,,,1,2,,,5,9,8,9,3,3,398,329,326,272,30,17,2,6,7,9,,,42,46,7,11,9,10,6,12,,
6,Athletico Paranaense,América Mineiro,1,0,57,43,11,14,5,4,5,6,1,4,3,1,,,18,9,1,2,0,0,8,17,,,8,11,1,1,1,1,1,0,,,,,6,5,5,9,4,4,557,429,463,351,53,28,8,4,7,4,,,44,41,24,13,5,7,7,20,,
8,Corinthians,Atlético Goianiense,0,1,61,39,15,7,6,2,5,3,4,2,10,3,1,5,18,14,5,3,0,0,14,15,,,6,10,3,1,3,0,,,,,,,9,1,6,6,1,6,518,351,431,254,31,23,0,2,2,4,,,47,56,15,17,16,20,9,8,,
9,Internacional,Sport Recife,2,2,57,43,11,8,4,5,6,2,1,1,6,1,0,2,24,15,4,2,0,0,13,23,,,6,9,1,4,0,2,1,0,,,,,8,5,3,3,3,2,485,362,420,299,20,14,3,2,13,7,,,49,63,11,12,12,21,6,7,,
10,Atlético Goianiense,São Paulo,2,0,38,62,9,14,4,3,2,6,3,5,3,12,1,1,16,14,4,5,0,0,14,16,,,11,3,2,1,1,1,,,1,1,,,3,10,6,4,3,2,291,459,218,392,16,28,5,13,5,15,,,38,49,10,9,9,9,3,9,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Red Bull Bragantino,Bahia,3,3,61,39,24,9,6,3,9,3,9,3,9,2,1,3,12,13,2,4,0,0,13,12,,,3,14,1,1,,,,,1,0,,,14,4,10,5,0,3,442,295,367,215,50,15,6,5,10,9,,,66,49,27,6,16,22,11,15,,
13,Santos,Ceará SC,3,1,57,43,15,6,5,3,6,1,4,2,4,1,1,3,18,19,3,1,0,0,17,16,,,3,6,2,1,1,0,,,1,0,,,7,4,8,2,2,2,548,419,464,344,29,27,6,2,7,9,,,52,57,16,16,12,16,8,9,,
14,Fluminense,Cuiabá,1,0,45,55,8,10,3,4,2,5,3,1,0,1,0,4,22,15,2,1,0,0,13,22,,,9,4,1,0,,,0,1,1,0,,,2,5,6,5,4,2,394,489,333,413,26,50,1,4,9,14,,,42,55,7,9,13,10,12,8,,
16,Fortaleza,Internacional,5,1,52,48,14,5,8,3,4,0,2,2,1,4,2,1,19,21,1,4,0,2,17,17,,,3,5,6,1,3,0,1,0,1,1,,,10,3,4,2,2,4,378,353,306,287,34,21,3,2,9,6,,,57,49,16,14,16,13,12,8,,
15,América Mineiro,Corinthians,0,1,56,44,10,6,4,4,4,2,2,0,6,4,4,0,12,19,2,3,0,0,19,11,,,2,11,1,1,1,0,,,,,,,5,5,5,1,3,4,483,386,396,298,30,26,3,0,11,5,,,80,66,30,26,20,24,16,15,,
18,Palmeiras,Chapecoense,3,1,66,34,17,6,4,4,10,2,3,0,5,3,1,2,10,11,2,0,0,0,10,9,,,4,17,5,2,3,2,,,2,0,,,13,4,4,2,3,1,550,279,486,213,40,22,5,2,10,11,,,41,38,10,5,11,14,13,12,,
21,Palmeiras,Corinthians,1,1,52,48,12,9,3,4,6,3,3,2,4,4,4,2,14,14,3,0,0,0,13,14,,,5,9,1,1,1,0,1,0,,,,,5,3,7,6,3,2,491,458,422,390,39,24,2,2,8,12,,,58,45,18,13,19,6,14,13,,
17,Juventude,Athletico Paranaense,0,3,59,41,13,11,1,5,7,4,5,2,5,1,1,3,14,27,0,2,0,0,26,14,,,11,14,2,1,2,0,,,,,,,9,6,4,5,2,1,519,366,459,303,22,27,6,2,6,2,,,52,37,13,12,7,9,9,7,,
19,Sport Recife,Atlético Mineiro,0,1,49,51,8,10,1,1,6,5,1,4,4,7,1,0,18,15,3,2,0,0,14,17,,,9,4,,,,,1,0,,,,,6,4,2,6,0,1,448,474,398,417,20,39,2,3,10,5,,,49,43,6,5,19,16,5,8,,
20,Grêmio,Flamengo,2,2,50,50,18,12,8,6,8,5,2,1,5,4,2,1,14,14,4,2,2,0,13,14,,,8,7,1,1,,,,,0,4,,,11,9,7,3,4,5,427,433,349,360,15,22,5,2,13,12,,,69,61,22,11,21,24,8,10,,
22,Santos,Juventude,0,0,75,25,18,2,2,0,9,1,7,1,8,0,0,3,14,20,2,3,0,0,17,14,,,3,13,1,0,1,0,,,,,,,11,2,7,0,0,2,703,236,630,167,31,13,6,2,14,11,,,52,49,11,7,10,18,7,8,,
23,Atlético Mineiro,São Paulo,1,0,42,58,9,5,2,0,5,2,2,3,4,5,2,1,14,22,0,1,0,0,19,12,,,8,8,2,0,1,0,,,,,,,5,2,4,3,1,1,382,514,323,451,30,28,3,2,6,12,,,48,36,9,3,15,9,6,5,,
24,Flamengo,América Mineiro,2,0,65,35,20,9,6,1,8,5,6,3,4,2,3,1,17,18,,,0,0,17,16,,,5,9,1,0,,,1,0,2,0,,,12,3,8,6,1,4,672,366,596,282,35,24,6,3,17,16,,,61,57,16,4,12,21,13,15,,
25,Grêmio,Athletico Paranaense,0,1,64,36,10,9,1,4,5,3,4,2,6,4,,,21,12,5,4,0,0,12,21,,,5,7,0,2,0,1,,,,,,,3,6,7,3,3,1,610,350,534,275,38,29,3,4,9,10,,,45,68,15,17,9,21,13,13,,
28,Fortaleza,Sport Recife,1,0,58,42,13,5,7,0,3,4,3,1,3,3,2,0,22,16,3,3,0,1,13,21,,,5,5,3,0,2,0,,,0,2,,,6,2,7,3,0,6,480,337,407,251,41,22,0,2,7,7,,,44,45,15,9,10,9,17,10,,
26,Bahia,Internacional,0,1,67,33,14,6,3,4,9,2,2,0,6,5,2,2,14,16,4,4,0,1,16,14,,,5,16,1,3,1,2,,,0,1,,,8,6,6,0,3,3,490,244,412,168,28,20,5,2,5,10,,,58,56,26,12,12,21,18,8,,
27,Chapecoense,Ceará SC,0,0,38,62,8,14,3,6,5,4,0,4,2,7,0,1,16,14,2,2,0,0,14,14,,,6,8,0,2,0,2,0,1,,,,,5,7,3,7,6,3,308,511,236,430,15,38,6,4,5,14,,,48,60,14,12,16,20,17,8,,
29,Red Bull Bragantino,Fluminense,2,2,47,53,16,15,5,4,6,6,5,5,10,10,0,2,11,8,3,1,0,0,8,9,,,6,8,2,3,1,1,0,1,,,,,6,9,10,6,2,3,390,437,305,340,29,18,3,4,9,12,,,47,56,12,22,18,13,14,10,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Internacional,Atlético Mineiro,0,1,57,43,11,6,1,2,7,4,3,0,8,1,1,0,13,13,3,1,0,0,12,12,,,5,9,4,1,4,0,,,0,1,,,6,4,5,2,1,1,561,437,487,352,34,29,3,1,8,11,,,50,61,15,12,15,26,12,18,,
31,1,2,2,1,56,44,20,9,7,3,7,1,6,5,0,4,,,17,14,5,4,0,1,11,16,,,4,10,3,0,2,0,3,0,2,2,,,14,3,6,6,2,5,444,346,371,261,38,24,2,4,6,11,,,52,53,22,17,14,9,11,4,,
34,Corinthians,Red Bull Bragantino,1,2,42,58,5,21,2,5,1,11,2,5,9,12,2,1,13,15,2,0,0,0,13,10,,,11,5,1,2,0,2,,,0,1,,,3,9,2,12,3,1,367,494,283,420,24,27,4,8,5,5,,,47,48,15,20,14,13,12,9,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,América Mineiro,Cuiabá,0,0,57,43,20,8,6,3,7,2,7,3,3,2,2,3,16,16,1,1,0,0,16,16,,,6,13,3,0,3,0,,,0,1,,,13,4,7,4,3,6,413,322,342,244,24,26,6,0,4,11,,,53,67,16,19,17,21,10,5,,
33,São Paulo,Chapecoense,1,1,52,48,13,7,3,3,6,4,4,0,9,1,3,3,9,13,3,2,1,0,12,9,,,7,10,1,4,1,3,2,1,0,2,,,11,4,2,3,1,2,423,419,354,330,27,21,7,2,10,8,,,53,37,11,4,20,16,15,6,,
36,Juventude,Palmeiras,0,3,42,58,11,13,2,5,6,7,3,1,7,4,0,1,11,24,0,3,0,0,24,10,,,8,7,1,2,1,1,,,,,,,3,6,8,7,3,2,379,527,322,462,23,52,4,7,8,11,,,53,60,9,18,12,22,14,11,,
39,Atlético Goianiense,Fortaleza,0,0,56,44,9,5,1,1,3,3,5,1,9,4,0,6,18,13,3,1,0,0,13,16,,,7,7,1,0,1,0,,,,,,,6,2,3,3,1,1,378,298,302,220,28,43,4,3,6,8,,,46,48,16,15,12,10,13,15,,
40,Fluminense,Santos,1,0,29,71,9,18,5,8,3,4,1,6,2,9,1,1,14,9,4,3,0,0,8,13,,,9,3,2,1,1,1,1,0,,,,,6,6,3,12,8,3,249,616,162,531,21,26,5,4,4,11,,,43,48,14,14,17,10,11,14,,
38,Ceará SC,Bahia,1,2,62,38,13,9,3,3,7,6,3,0,7,2,,,19,16,3,5,0,0,15,18,,,7,9,1,1,1,0,,,2,0,,,9,4,4,5,1,2,428,271,341,175,24,18,4,3,16,9,,,67,71,21,22,16,24,14,16,,
43,Flamengo,Red Bull Bragantino,2,3,68,32,20,9,9,4,6,3,5,2,14,2,0,2,15,13,2,3,0,0,13,14,,,3,9,3,1,2,0,0,1,0,1,,,11,7,9,2,1,7,561,272,490,207,27,28,9,6,22,11,,,72,72,21,18,16,30,13,15,,
41,Sport Recife,Grêmio,1,0,34,66,10,14,4,7,6,5,0,2,2,7,1,2,16,11,5,4,0,0,9,15,,,8,8,2,0,2,0,0,1,,,,,5,3,5,11,7,3,301,600,215,526,15,37,2,3,8,14,,,46,54,13,15,16,11,12,9,,
44,Palmeiras,América Mineiro,2,1,58,42,15,12,6,5,6,2,3,5,7,5,0,3,15,10,3,4,0,0,10,12,,,6,10,2,1,1,1,1,0,0,1,,,9,7,6,5,4,4,422,316,328,229,36,19,7,5,9,7,,,51,47,22,13,10,15,12,10,,
42,Athletico Paranaense,Flamengo,2,2,57,43,21,13,5,6,11,3,5,4,7,3,3,0,8,15,4,2,0,0,15,8,,,5,17,2,1,1,0,0,1,1,0,,,8,7,13,6,4,3,407,311,323,225,48,15,5,2,9,4,,,57,36,23,18,10,7,11,4,,
47,Internacional,Ceará SC,1,1,61,39,10,14,3,2,7,10,0,2,6,7,1,1,16,23,2,3,0,0,21,16,,,10,8,2,4,1,4,,,0,3,,,4,8,6,6,1,1,407,252,305,163,37,24,5,6,10,12,,,70,71,20,31,20,14,17,9,,
45,Bahia,Corinthians,0,0,52,48,12,10,2,3,4,5,6,2,3,8,0,2,10,18,1,3,0,0,18,10,,,10,7,1,0,1,0,,,,,,,8,5,4,5,3,2,535,505,465,422,19,32,6,2,6,3,,,53,41,24,17,5,11,13,10,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
